XSBH(学生编号),JXJMC(奖学金名称),PDXN(评定学年),PDDJ(评定等级),JXJJZDW(奖学金捐赠单位),JLJB(奖励级别),FFJE(发放金额)
pjxuqwbj721,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj559,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj921,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj868,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj854,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj903,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj733,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj505,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj155,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk965,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj245,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj221,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj608,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj578,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj476,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj054,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj239,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj106,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk905,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbk791,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbk559,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbj760,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj015,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj818,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj474,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj677,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj933,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj919,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj798,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj687,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk224,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqwbj865,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj409,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxrqxbj943,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj850,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj848,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj725,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj311,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj723,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj522,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj521,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxpqxbj973,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj290,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj775,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl996,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl753,单项奖学金,2020,不分等级,单位,校级,600
pjxpqxbj937,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl945,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj301,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk961,单项奖学金,2020,不分等级,单位,校级,600
pjxsqxbj966,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj883,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk027,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxsqxbj824,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk955,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj348,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk681,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbk803,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk524,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk679,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj841,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbl985,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj940,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj939,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj634,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj633,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk783,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxsqxbj849,单项奖学金,2020,不分等级,单位,校级,600
pjxqqxbj964,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj941,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj644,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj643,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk798,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj585,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj589,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk429,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj864,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj925,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj663,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj072,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj069,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj923,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj862,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj861,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj251,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl781,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk121,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxpqxbj933,单项奖学金,2020,不分等级,单位,校级,600
pjxsqxbj764,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjwrqxbj890,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk514,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj337,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj858,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk646,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk382,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk147,综合发展奖学金,2021,三等奖学金,,校级,600
pjxwxxbj992,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj731,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk474,国家奖学金,2021,不分等级,,国家级,8000
pjxyqxbj428,国家奖学金,2021,不分等级,,国家级,8000
pjxwzxkj993,国家奖学金,2021,不分等级,,国家级,8000
pjxyqxbj145,国家奖学金,2021,不分等级,,国家级,8000
pjxyqxbl866,国家奖学金,2021,不分等级,,国家级,8000
pjxyqxbl750,单项奖学金,2021,不分等级,,校级,600
pjxyqwbk760,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbk647,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbk615,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbk572,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbj870,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbj648,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbj604,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbk236,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbl954,国家励志奖学金,2021,不分等级,,国家级,5000
pjxwzxbj990,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbj419,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbj262,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbj153,单项奖学金,2021,不分等级,,校级,600
pjxyqwbk879,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj075,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj220,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj217,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk715,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj165,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj820,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj090,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj446,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuzsfj983,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk505,单项奖学金,2020,不分等级,单位,校级,600
pjxsqxbj867,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj932,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj838,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj400,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj073,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj163,单项奖学金,2020,不分等级,单位,校级,600
pjxpqxbj956,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj904,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk995,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbk795,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj599,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk090,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxuqwbj857,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj001,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj799,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj473,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk760,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl990,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbk756,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxwxxbj905,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl876,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj013,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk317,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxuqwbj536,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj331,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk523,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj799,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbj884,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj813,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj679,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj525,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj520,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj496,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj440,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj355,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbk027,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk634,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj440,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl867,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj663,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj658,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj755,国家奖学金,2021,不分等级,,国家级,8000
pjxyqxbk415,国家奖学金,2021,不分等级,,国家级,8000
pjxrqxbj961,国家奖学金,2021,不分等级,,国家级,8000
pjxqqxbj974,国家奖学金,2021,不分等级,,国家级,8000
pjxpqxbj941,国家奖学金,2021,不分等级,,国家级,8000
pjxyqwbj782,单项奖学金,2020,不分等级,单位,校级,600
pjxrqxbj942,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj448,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxrqxbj957,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbk796,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk791,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj486,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj484,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj483,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxwzxbj993,单项奖学金,2020,不分等级,单位,校级,600
pjxvzxbj997,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj272,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk991,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxuqwbj678,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj727,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj478,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj238,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxxztbj994,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj195,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk987,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj509,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj981,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj936,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbk446,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk391,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk354,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk350,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk314,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk277,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk263,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk211,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk101,单项奖学金,2021,不分等级,,校级,600
pjxyqxbk578,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbk533,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbk095,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbk024,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbl780,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbj800,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbj117,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbj890,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqwbj732,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqwbj053,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqwbk519,国家励志奖学金,2020,不分等级,,国家级,5000
pjxqqxbj981,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj950,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj279,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj117,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbk513,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbk958,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxxxxbj970,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk911,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxuqwbj661,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk910,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk907,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj491,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj065,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxwxxbj907,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj580,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxsqxbj885,单项奖学金,2020,不分等级,单位,校级,600
pjxrqxbj918,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxxzxkj998,单项奖学金,2020,不分等级,单位,校级,600
pjxsqxbj918,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk590,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj610,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj527,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxsqxbj859,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj635,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk759,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk594,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk666,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxwxxbj981,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj788,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj989,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj904,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj928,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj589,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj571,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj288,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj146,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxrqxbj951,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk246,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk243,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk022,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk199,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbk165,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk788,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbk787,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl866,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl952,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbl950,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj043,综合发展奖学金,2020,三等奖学金,单位,校级,600
