JSMC(竞赛名称),HJJB(获奖级别),HJDJ(获奖等级),HJSJ(获奖时间),XHHGH(学号或工号),NJ(年级),XY(学院),ZY(专业),DNPX(队内排序),ZZ(职责)
中国高校计算机大赛-2023团体程序设计天梯赛,国家级,二等奖,2023-04-01 00:00:00,pjxuqwbj738,2020级,机电工程学院,机器人工程,1,学生
中国高校计算机大赛-2023团体程序设计天梯赛,国家级,二等奖,2023-04-01 00:00:00,pjxyqwbj216,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
中国高校计算机大赛-2023团体程序设计天梯赛,国家级,二等奖,2023-04-01 00:00:00,pjxyqwbk729,2020级,计算机科学与技术学院,软件工程,1,学生
第七届全国密码数学挑战赛,国家级,二等奖,2022-08-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj912,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqxbj029,2020,电子工程学院,电磁场与无线技术,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj518,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj095,2020,网络与信息安全学院,网络空间安全,1,学生
第十四届“高教杯”全国大学生先进成图技术与产品信息建模创新大赛,国家级,二等奖,2021-07-26 00:00:00,pjxyqxbj160,2020级,微电子学院,集成电路设计与集成系统,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk796,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk764,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxuqwbj634,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj760,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj153,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj634,2020,计算机科学与技术学院,计算机科学与技术,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj104,2020,人工智能学院,智能科学与技术,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjwtqxbj967,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk529,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj660,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj078,2020,网络与信息安全学院,网络工程,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk899,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk971,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj706,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj834,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj311,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk585,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj236,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk834,2020,网络与信息安全学院,信息安全,1,学生
“美亚杯”第八届中国电子数据取证大赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj078,2020,网络与信息安全学院,网络工程,1,学生
“美亚杯”第八届中国电子数据取证大赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk955,2020,网络与信息安全学院,网络空间安全,1,学生
“美亚杯”第八届中国电子数据取证大赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj760,2020,网络与信息安全学院,信息安全,1,学生
“美亚杯”第八届中国电子数据取证大赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
“美亚杯”第八届中国电子数据取证大赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj078,2020,网络与信息安全学院,网络工程,1,学生
2022年第八届全国大学生物理实验竞赛（创新）,国家级,三等,2022,pjxyqxbk199,2020级,微电子学院,微电子科学与工程,1,学生
2021 CCF 大学生计算机系统与程序设计竞赛,省级,银奖,2021-12-01 00:00:00,pjxyqwbk729,2020级,计算机科学与技术学院,软件工程,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj904,2020,机电工程学院,自动化,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj714,2020,机电工程学院,电气工程及其自动化,2,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj515,2020,微电子学院,集成电路设计与集成系统,3,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbl735,2020,电子工程学院,电子信息工程,2,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbj694,2020,电子工程学院,电子信息工程,2,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj615,2020,机电工程学院,自动化,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj674,2020,机电工程学院,机器人工程,2,学生
国际数学建模竞赛,国际级,特等提名奖,2022-05-01 00:00:00,pjxsqxbj816,2020级,经济与管理学院,管理科学与工程,1,学生
国际数学建模竞赛,国际级,特等提名奖,2022-05-01 00:00:00,pjxsqxbj996,2020级,经济与管理学院,管理科学与工程,1,学生
国际数学建模竞赛,国际级,特等提名奖,2022-05-01 00:00:00,pjxsqxbj790,2020级,经济与管理学院,管理科学与工程,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,一等奖,2022-11-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj828,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbk795,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj006,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjwrqxbj916,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj407,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj841,2020,网络与信息安全学院,网络空间安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxrqxbj898,2020,计算机科学与技术学院,计算机科学与技术,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj232,2020,计算机科学与技术学院,计算机科学与技术,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk662,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk673,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk666,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj249,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbj248,2020,网络与信息安全学院,信息安全,1,学生
“长安杯”第四届电子数据取证竞赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqwbk514,2020,网络与信息安全学院,信息安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-08-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-08-01 00:00:00,pjxyqwbj205,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-08-01 00:00:00,pjxyqwbj888,2020,网络与信息安全学院,信息安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-08-01 00:00:00,pjxyqwbk868,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-08-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-08-01 00:00:00,pjxyqwbj253,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-09-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-09-01 00:00:00,pjxyqwbj205,2020,网络与信息安全学院,网络空间安全,1,学生
第六届强网杯全国网络安全大赛,国家级,三等奖,2022-09-01 00:00:00,pjxyqwbj888,2020,网络与信息安全学院,信息安全,1,学生
“美亚杯”第八届中国电子数据取证大赛,国家级,一等奖,2022-11-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,三等奖,2022-08-01 00:00:00,pjxuqwbj840,2020,电子工程学院,电子信息工程,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj805,2020,机电工程学院,测控技术与仪器,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj731,2020,,,2,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk880,2020,通信工程学院,通信工程,3,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,三等奖,2022-08-01 00:00:00,pjxyqxbl929,2020,微电子学院,集成电路设计与集成系统,3,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,三等奖,2022-08-01 00:00:00,pjwtqxbj998,2020,光电工程学院,电子科学与技术,3,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,三等奖,2022-08-01 00:00:00,pjxyqxbj733,2020,空间科学与技术学院,探测制导与控制技术,1,学生
西部某省省第八届大学生（TI）杯模拟及模数混合电路应用设计竞赛,省级,三等奖,2022-08-01 00:00:00,pjxyqxbj867,2020,通信工程学院,通信工程,2,学生
第十五届全国大学生信息安全竞赛创新实践能力赛,国家级,二等奖,2022-08-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
第十五届全国大学生信息安全竞赛创新实践能力赛,国家级,二等奖,2022-08-01 00:00:00,pjxyqwbj205,2020,网络与信息安全学院,网络空间安全,1,学生
第十五届全国大学生信息安全竞赛创新实践能力赛,国家级,二等奖,2022-08-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
第十五届全国大学生信息安全竞赛创新实践能力赛,国家级,二等奖,2022-08-01 00:00:00,pjxyqwbj253,2020,网络与信息安全学院,网络空间安全,1,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxyqxbj023,2020级,通信工程学院,通信工程,3,学生
“外研社国才杯”全国英语写作大赛,省级,一等奖,2022-11-01 00:00:00,pjxyqxbk307,2020级,电子工程学院,信息对抗技术,1,学生
“外研社国才杯”全国英语阅读大赛,省级,特等奖,2022-11-01 00:00:00,pjxyqwbj941,2020级,计算机学院,计算机科学与技术,1,学生
“外研社国才杯”全国英语阅读大赛,省级,一等奖,2022-11-01 00:00:00,pjxyqxbk674,2020级,电子工程学院,电子科学与技术,1,学生
大学生英语竞赛,国家级,特等奖,2022-11-01 00:00:00,pjxuqwbj663,2020级,物理与光电工程学院,电子科学与技术,1,学生
ICPC国际大学生程序设计竞赛亚洲区域赛,国家级,铜奖,2022-12-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
ICPC国际大学生程序设计竞赛亚洲区域赛,国家级,铜奖,2022-12-01 00:00:00,pjxuqwbj738,2020级,机电工程学院,机器人工程,1,学生
第四届西部某省省大学生工程制图与3D建模大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj811,大三,机电工程学院,自动化,1,学生
第四届西部某省省大学生工程制图与3D建模大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj708,大三,机电工程学院,机械设计制造及其自动化,1,学生
第四届西部某省省大学生工程制图与3D建模大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj679,大三,机电工程学院,机械设计制造及其自动化,1,学生
第四届西部某省省大学生工程制图与3D建模大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj870,大三,机电工程学院,机械设计制造及其自动化,1,学生
2022（第八届）全国大学生统计建模大赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj858,2021级,微电子学院,集成电路设计与集成系统,1,学生
2022（第八届）全国大学生统计建模大赛,省级,二等奖,2022-08-01 00:00:00,pjxxxxbj975,2020级,通信工程学院,通信工程,1,学生
国际数学建模竞赛,国际级,特等提名奖,2022-05-01 00:00:00,pjxyqwbj020,2020级,人工智能学院,人工智能,1,学生
国际数学建模竞赛,国际级,特等提名奖,2022-05-01 00:00:00,pjxyqwbj727,2020级,人工智能学院,人工智能,1,学生
