XH,XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),TCNF(体测年份),ZF(总分),BZ(备注),BMI(身高/体重),FHL(肺活量),WS(50米),LDTY(立定跳远),ZWTQQ(坐位体前屈),BB(800米),YQ(1000米),YWQZ(仰卧起坐),YTXS(引体向上)
pjxyqxbj474,男,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,75.8,正常,183/71.5,4854.0,7.3,268.0,17.3,,3.58,,3.0
pjxyqxbj474,男,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,75.95,正常,182/68,4565.0,7.1,272.0,21.1,,4.17,,5.0
pjxyqxbj474,男,2020级,通信工程学院,通信工程,2001016,2001016,2022.0,74.35,正常,183/70,4665.0,7.1,275.0,22.1,,4.3,,4.0
pjxyqxbj474,男,2020级,通信工程学院,通信工程,2001016,2001016,2023.0,62.2,正常,184/76.6,6466.0,6.8,235.0,12.4,,6.4,,5.0
pjxyqwbj249,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020.0,60.8,正常,171/60,2834.0,7.88,206.0,18.0,,4.25,,3.0
pjxyqwbj249,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021.0,71.1,正常,172/57,3498.0,7.96,225.0,22.6,,4.23,,8.0
pjxyqwbj249,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022.0,64.3,正常,170.5/58,3625.0,8.2,230.0,17.8,,4.39,,6.0
pjxyqwbj249,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2023.0,55.0,正常,170/57,4034.0,8.37,235.0,17.4,,6.32,,6.0
pjvyzxbj998,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2021.0,77.7,正常,166/60.5,4901.0,6.99,225.0,7.1,,3.27,,5.0
pjvyzxbj998,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2022.0,74.2,正常,164/62,4100.0,7.0,230.0,10.0,,3.35,,5.0
pjvyzxbj998,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2023.0,71.6,正常,168/64,4600.0,7.0,225.0,13.0,,3.52,,2.0
pjvyzxbj998,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2024.0,69.0,正常,166/63.6,5313.0,7.9,230.0,12.4,,4.41,,6.0
pjxyqxbk500,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2020.0,57.6,正常,176/87,4124.0,8.45,220.0,14.6,,4.41,,0.0
pjxyqxbk500,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2021.0,52.1,正常,175/99.5,4809.0,8.53,198.0,10.1,,5.21,,0.0
pjxyqxbk500,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2022.0,38.05,正常,175/82,5087.0,,200.0,17.0,,,,0.0
pjxyqxbk500,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2023.0,60.2,正常,175/82,5214.0,8.7,200.0,10.8,,4.39,,0.0
pjxyqxbl857,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2020.0,68.4,正常,177.5/58,4135.0,8.09,228.0,17.1,,4.16,,3.0
pjxyqxbk841,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2020.0,51.9,正常,172/92,4267.0,8.0,185.0,5.8,,4.5,,0.0
pjxyqxbk841,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2021.0,59.95,正常,178/80,4632.0,8.5,200.0,19.0,,4.5,,0.0
pjxyqxbk841,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022.0,48.95,正常,170/91,4850.0,8.02,190.0,16.0,,5.31,,0.0
pjxyqxbk841,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2023.0,47.4,正常,170/81,4285.0,8.4,200.0,24.0,,6.46,,0.0
pjxyqwbj850,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2020.0,77.6,正常,177.5/62,3627.0,7.2,255.0,1.8,,3.53,,19.0
pjxyqwbj850,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2021.0,84.3,正常,177/64,4326.0,7.07,251.0,5.7,,3.4,,20.0
pjxyqwbj699,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2020.0,69.9,正常,189/98,5251.0,7.62,234.0,20.3,,4.23,,1.0
pjxyqwbj699,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2021.0,65.15,正常,189/95,4761.0,7.5,223.0,8.1,,4.31,,0.0
pjxyqwbj699,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2022.0,73.5,正常,190/99.5,4990.0,7.3,216.0,13.4,,3.59,,10.0
pjxyqwbj699,男,2020级,计算机科学与技术学院,软件工程,2003052网,200301203,2023.0,48.55,正常,189.5/82,4754.0,8.4,,15.6,,,,
pjxwxxbj970,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2020.0,84.6,正常,177.5/62,4510.0,9.7,180.0,37.5,3.43,,42.0,
pjxwxxbj970,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2021.0,89.3,正常,175/60,4502.0,8.0,190.0,37.5,3.4,,44.0,
pjxwxxbj970,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2022.0,71.6,正常,175/62,4300.0,8.1,,29.0,3.45,,,
pjxwxxbj970,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2023.0,86.25,正常,175/60,3345.0,8.0,185.0,25.4,3.42,,53.0,
pjxyqxbl857,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2021.0,73.7,正常,177.5/57.5,4390.0,7.5,248.0,20.5,,4.05,,5.0
pjxyqxbl857,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2022.0,78.0,正常,178/57,4025.0,7.8,230.0,22.5,,4.18,,18.0
pjxyqxbl857,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2023.0,56.9,正常,179/54,4371.0,8.37,220.0,9.4,,5.52,,10.0
pjxwxxbj944,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2020.0,71.5,正常,184/74,4246.0,7.54,264.0,8.0,,3.59,,3.0
pjxwxxbj944,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2021.0,69.7,正常,184/74,4252.0,7.4,237.0,6.7,,4.06,,0.0
pjxwxxbj944,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022.0,68.2,正常,183.5/75,4456.0,7.3,220.0,11.0,,4.18,,0.0
pjxwxxbj944,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2023.0,60.8,正常,184/73,4566.0,7.5,,6.0,,4.19,,1.0
pjxyqwbj262,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2020.0,60.0,免测,171/70.5,3358.0,,,7.5,,,,
pjxyqwbj262,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2021.0,60.0,免测,,,,,,,,,
pjxyqwbj262,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2022.0,60.0,免测,,,,,,,,,
pjxyqwbj262,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2023.0,60.0,免测,,,,,,,,,
pjxuqwbj558,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020.0,66.8,正常,180/79.7,4161.0,7.7,238.0,9.3,,4.0,,1.0
pjxuqwbj558,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2021.0,68.3,正常,180/70,4259.0,8.2,220.0,12.0,,4.0,,0.0
pjxuqwbj558,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2022.0,62.2,正常,179.5/78.5,3953.0,8.2,215.0,7.3,,4.13,,0.0
pjxuqwbj558,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2023.0,46.9,正常,181/83.5,4285.0,8.26,210.0,2.7,,,,
pjxyqxbj571,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2020.0,79.3,正常,168/63,2820.0,9.5,180.0,20.6,3.42,,36.0,
pjxyqxbj571,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2021.0,77.8,正常,168/60,3083.0,9.2,180.0,19.4,3.55,,29.0,
pjxyqxbj571,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2022.0,76.75,正常,168/62,3310.0,9.3,174.0,18.0,4.03,,31.0,
pjxyqxbj571,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2023.0,75.6,正常,168/63,4078.0,9.88,175.0,14.4,4.25,,29.0,
pjvyzvfj977,男,2020级,人工智能学院,人工智能（第二学士学位）,22020031,22020031,,,,,,,,,,,,
pjxpqxbj986,女,2020级,外国语学院,翻译,2009031,2009031,2020.0,75.25,正常,167/67,3297.0,9.6,165.0,20.8,3.52,,35.0,
pjxpqxbj986,女,2020级,外国语学院,翻译,2009031,2009031,2021.0,75.5,正常,169.5/69.5,2842.0,8.9,167.0,18.6,4.08,,50.0,
pjxpqxbj986,女,2020级,外国语学院,翻译,2009031,2009031,2022.0,76.35,正常,169.5/69,3348.0,9.0,175.0,22.5,4.2,,48.0,
pjxpqxbj986,女,2020级,外国语学院,翻译,2009031,2009031,2023.0,71.6,正常,169/72,3602.0,9.3,160.0,19.0,4.36,,35.0,
pjxuqwbj952,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2020.0,72.7,正常,185/85.5,4861.0,7.07,238.0,18.0,,3.55,,5.0
pjxuqwbj952,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2021.0,72.2,正常,187/88.5,5087.0,7.1,250.0,15.7,,4.11,,1.0
pjxuqwbj952,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2022.0,67.6,正常,187/90,5491.0,7.4,250.0,14.0,,4.5,,2.0
pjxuqwbj952,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2023.0,55.4,正常,187/95,6585.0,8.0,230.0,14.3,,,,
pjxyqxbk905,男,2020级,通信工程学院,通信工程,2001019,2001019,2020.0,55.15,正常,182/100,4600.0,8.4,194.0,12.3,,4.4,,1.0
pjxyqwbj018,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2020.0,65.9,正常,173/72,4046.0,7.4,231.0,11.7,,4.1,,0.0
pjxyqwbj018,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2021.0,71.3,正常,176/65,4265.0,7.07,232.0,14.4,,4.07,,0.0
pjxyqwbj018,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022.0,69.6,正常,175/70,4400.0,7.4,232.0,13.8,,4.12,,1.0
pjxyqwbj018,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2023.0,65.7,正常,174/68,4961.0,7.82,228.0,7.2,,4.34,,0.0
pjxyqwbj492,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2021.0,66.6,正常,170/72,4130.0,7.3,230.0,14.6,,4.13,,2.0
pjxyqwbj492,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2022.0,65.7,正常,170/70,4200.0,7.2,225.0,13.0,,4.26,,1.0
pjxyqwbj492,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2023.0,60.5,正常,171/75,4100.0,7.3,230.0,13.0,,5.0,,1.0
pjxyqwbj492,男,2021级,人工智能学院,智能科学与技术,2120011,2120011,2024.0,59.1,正常,170.5/75,4986.0,7.3,220.0,18.2,,5.5,,0.0
pjxuqwbj723,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2020.0,67.2,正常,167/48,2836.0,7.43,230.0,8.9,,3.58,,10.0
pjxuzsfj981,男,2020级,机电工程学院,电子封装技术（第二学士学位）,22004061,22004061,,,,,,,,,,,,
pjxyqxbj554,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,65.4,正常,174/57,3906.0,8.1,220.0,8.5,,4.25,,3.0
pjxyqxbj554,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,63.9,正常,175.5/55,3517.0,7.9,240.0,11.2,,4.39,,0.0
pjxyqxbj554,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,72.2,正常,174/57,4228.0,8.06,238.0,17.3,,4.27,,10.0
pjxyqxbj554,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,71.6,正常,174/59.6,3984.0,8.1,210.0,12.2,,4.16,,12.0
pjxyqwbk795,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2020.0,67.3,正常,167/55.5,3579.0,7.94,215.0,14.5,,3.56,,1.0
pjxyqwbk795,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2021.0,64.3,正常,168.5/58,3501.0,8.2,224.0,12.0,,4.29,,3.0
pjxyqwbk795,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022.0,67.9,正常,170/62,4000.0,7.8,220.0,21.0,,4.2,,3.0
pjxyqwbk795,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2023.0,60.8,正常,169.5/67.4,4505.0,8.0,195.0,10.2,,4.44,,0.0
pjxyqwbj400,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2020.0,69.6,正常,180/68,4100.0,7.4,243.0,4.0,,4.0,,2.0
pjxyqwbj400,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2021.0,70.5,正常,182/61,4206.0,7.07,238.0,4.0,,3.58,,2.0
pjxyqwbj400,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022.0,64.9,正常,181/66.5,4306.0,7.4,230.0,5.0,,4.31,,3.0
pjxyqwbj400,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2023.0,64.0,正常,182/68,4506.0,7.0,210.0,1.8,,4.3,,1.0
pjxyqxbj729,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2020.0,83.8,正常,168/65.5,4070.0,6.93,237.0,13.8,,3.45,,19.0
pjxyqxbj729,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2021.0,76.5,正常,169/71,4058.0,7.12,217.0,8.5,,3.55,,19.0
pjxyqxbj729,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022.0,80.8,正常,170/69,3893.0,7.01,225.0,10.1,,3.5,,21.0
pjxyqxbj729,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2023.0,31.6,正常,170/69,,,,8.8,,,,20.0
pjxyqwbj243,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2020.0,80.6,正常,170/53,4356.0,6.8,235.0,6.4,,3.51,,10.0
pjxyqwbj243,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2021.0,74.9,正常,170/54,3545.0,6.83,237.0,9.3,,3.55,,7.0
pjxyqwbj243,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2022.0,72.1,正常,171/56,3169.0,6.94,230.0,14.0,,3.47,,9.0
pjxyqwbj243,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2023.0,61.1,正常,170.5/52,3199.0,7.7,216.0,5.1,,4.5,,7.0
pjxuqwbj488,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020.0,76.1,正常,165/55,2858.0,9.84,170.0,21.0,4.12,,42.0,
pjxuqwbj488,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021.0,71.2,正常,165/55,2700.0,9.7,158.0,21.4,4.36,,36.0,
pjxuqwbj488,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022.0,74.0,正常,164/55,3354.0,9.9,155.0,21.1,4.3,,32.0,
pjxuqwbj488,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2023.0,59.15,正常,164.5/53,3200.0,10.08,140.0,16.4,5.22,,38.0,
pjxyqwbj362,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012软,200301201,2020.0,73.0,正常,175/58,3625.0,7.1,220.0,18.5,,3.5,,6.0
pjxyqwbj362,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012软,200301201,2021.0,76.6,正常,175.0/57,4370.0,7.43,210.0,18.3,,4.01,,10.0
pjxyqwbj362,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012软,200301201,2022.0,69.7,正常,176/58,4100.0,7.58,218.0,15.6,,4.17,,7.0
pjxyqwbj362,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012软,200301201,2023.0,60.2,正常,176/57,4621.0,7.75,225.0,13.6,,5.35,,6.0
pjxuqwbj723,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2021.0,65.7,正常,168/52,3221.0,7.36,225.0,4.4,,4.25,,5.0
pjxuqwbj723,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2022.0,66.8,正常,168/51,3268.0,8.15,228.0,11.0,,4.1,,7.0
pjxuqwbj723,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2023.0,51.8,正常,168.5/49.5,2949.0,8.6,212.0,2.4,,4.52,,8.0
pjxxzxbj998,女,2020级,通信工程学院,通信工程,2001011,2001011,2020.0,70.7,正常,175/85,4300.0,9.6,160.0,24.4,4.52,,30.0,
pjxxzxbj998,女,2020级,通信工程学院,通信工程,2001011,2001011,2021.0,57.1,正常,174/77,4100.0,9.9,165.0,21.4,,,18.0,
pjxxzxbj998,女,2020级,通信工程学院,通信工程,2001011,2001011,2022.0,60.0,免测,,,,,,,,,
pjxxzxbj998,女,2020级,通信工程学院,通信工程,2001011,2001011,2023.0,59.8,正常,178/87,4693.0,10.2,143.0,27.0,,,35.0,
pjxyqxbj355,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,74.8,正常,181/62.5,3821.0,7.87,238.0,22.5,,4.13,,9.0
pjxyqxbj355,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,67.9,正常,180/72,3272.0,7.4,210.0,22.2,,4.26,,5.0
pjxyqxbj355,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,69.9,正常,181/69,3803.0,7.65,250.0,15.6,,4.25,,7.0
pjxyqxbj355,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,62.75,正常,180.5/66.5,4835.0,7.5,220.0,17.6,,5.18,,0.0
pjxyqxbj876,女,2020级,通信工程学院,通信工程,2001012,2001012,2020.0,75.5,正常,170/50.5,2300.0,9.9,185.0,14.4,3.55,,45.0,
pjxyqxbj876,女,2020级,通信工程学院,通信工程,2001012,2001012,2021.0,72.4,正常,168.5/50.5,2465.0,9.3,181.0,5.2,4.1,,32.0,
pjxyqxbj876,女,2020级,通信工程学院,通信工程,2001012,2001012,2022.0,74.2,正常,167/53,2463.0,9.09,182.0,15.4,4.22,,37.0,
pjxyqxbj876,女,2020级,通信工程学院,通信工程,2001012,2001012,2023.0,58.7,正常,170/50,2241.0,9.4,180.0,8.2,5.31,,35.0,
pjxyqxbj669,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2020.0,72.4,正常,156.8/59,2116.0,8.86,190.0,19.6,4.11,,28.0,
pjxyqxbj669,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2021.0,76.5,正常,159/56,2294.0,8.4,191.0,19.2,4.11,,28.0,
pjxyqxbj669,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2022.0,79.8,正常,159/56,2430.0,8.4,190.0,19.9,3.37,,35.0,
pjxyqxbj669,女,2020级,电子工程学院,电子信息工程,2002011,2002011,2023.0,69.8,正常,161/52,2650.0,10.34,160.0,14.2,4.0,,30.0,
pjxyqxbk778,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020.0,76.8,正常,162/56.5,2853.0,9.56,173.0,11.1,3.44,,39.0,
pjxyqxbk778,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2021.0,75.9,正常,163.5/57,2953.0,8.32,152.0,9.6,4.17,,46.0,
pjxyqxbk778,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022.0,73.95,正常,162/59,3229.0,10.12,163.0,11.4,4.13,,45.0,
pjxyqxbk778,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2023.0,61.6,正常,166/55.5,2276.0,9.51,150.0,16.5,5.06,,41.0,
pjxyqxbj812,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020.0,55.6,正常,178.5/96,3927.0,8.19,215.0,19.0,,5.08,,0.0
pjxyqxbj812,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2021.0,59.75,正常,177/88,4725.0,8.2,220.0,17.1,,4.4,,0.0
pjxyqxbj812,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022.0,62.05,正常,177/90,4700.0,8.09,214.0,20.0,,4.27,,1.0
pjxyqxbj812,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2023.0,42.1,正常,176/95,4291.0,9.3,190.0,14.0,,5.33,,
pjxuqwbj473,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020.0,71.3,正常,164/63,2745.0,9.24,169.0,26.0,4.44,,23.0,
pjxuqwbj473,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021.0,67.25,正常,165/67,3373.0,9.0,158.0,18.2,5.04,,31.0,
pjxuqwbj473,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022.0,76.55,正常,165/65,3340.0,8.7,173.0,17.3,4.25,,33.0,
pjxyqxbk765,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2020.0,66.8,正常,171.5/66,3396.0,7.51,220.0,4.3,,3.55,,4.0
pjxyqxbk765,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2021.0,68.9,正常,172/66,4200.0,7.1,210.0,11.0,,4.15,,2.0
pjxyqxbk765,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022.0,59.9,正常,172/67,3900.0,8.5,205.0,9.0,,4.4,,1.0
pjxyqxbk765,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2023.0,45.6,正常,171.5/68.5,3700.0,8.0,,8.3,,,,
pjxyqxbl989,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020.0,79.3,正常,152.5/56,3348.0,8.5,185.0,13.7,3.34,,28.0,
pjxyqxbl989,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021.0,82.45,正常,155/53.5,3268.0,8.76,183.0,24.1,3.4,,30.0,
pjxyqxbl989,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,74.5,正常,167.5/53.0,3396.0,8.7,175.0,18.4,3.42,,0.0,
pjxyqxbl989,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2023.0,63.6,正常,156/51,4518.0,9.3,175.0,11.6,5.27,,28.0,
pjxxxxbj968,女,2020级,通信工程学院,通信工程,2001911,2001911,2020.0,73.5,正常,169/63,2700.0,9.5,175.0,20.0,4.19,,25.0,
pjxxxxbj968,女,2020级,通信工程学院,通信工程,2001911,2001911,2021.0,84.4,正常,169/58,3450.0,9.2,172.0,23.0,3.4,,46.0,
pjxxxxbj968,女,2020级,通信工程学院,通信工程,2001911,2001911,2022.0,76.8,正常,168/57,3062.0,9.79,169.0,22.6,3.59,,33.0,
pjxxxxbj968,女,2020级,通信工程学院,通信工程,2001911,2001911,2023.0,60.0,免测,,,,,,,,,
pjxyqwbk592,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2020.0,64.9,正常,182/88,3500.0,7.1,230.0,5.0,,4.05,,2.0
pjxyqwbk592,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2021.0,70.5,正常,181/83,4813.0,6.9,230.0,10.3,,4.14,,1.0
pjxyqwbk592,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022.0,67.2,正常,182/88,5380.0,7.1,208.0,5.0,,4.08,,0.0
pjxyqwbk592,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2023.0,54.0,正常,184/95,6975.0,7.0,210.0,3.0,,5.31,,0.0
pjxyqxbk677,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2020.0,77.5,正常,174/59,3284.0,7.07,256.0,23.1,,4.16,,10.0
pjxyqxbk677,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2021.0,68.6,正常,175.5/62,3477.0,7.32,230.0,23.2,,4.4,,6.0
pjxyqxbk677,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2022.0,64.8,正常,174.5/68.5,3400.0,7.5,235.0,20.6,,4.45,,3.0
pjxyqxbk677,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2023.0,51.4,正常,174/63.7,3809.0,9.62,220.0,24.6,,5.24,,0.0
pjxuqwbj976,女,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2020.0,77.7,正常,155/49,2389.0,8.7,185.0,17.0,3.49,,31.0,
pjxuqwbj976,女,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2021.0,78.4,正常,156/50,2500.0,8.9,190.0,16.5,3.47,,30.0,
pjxuqwbj976,女,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2022.0,84.1,正常,157/50,3000.0,7.16,185.0,15.8,3.52,,35.0,
pjxuqwbj976,女,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2023.0,62.1,正常,157/53,2757.0,8.9,180.0,7.0,,,45.0,
