XH(学生学号),XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),XQ(学期),ZKC(总课程),KC(课程),SKSJ(上课时间)
pjxsqxbj882,女,2020级,经济与管理学院,工业工程,2006031,2006031,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期三78
pjxyqxbj319,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022-2023学年第1学期,体育1,健美操俱乐部,星期一78
pjxyqxbj949,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期一78
pjxyqxbj305,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一78
pjxyqwbj095,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四56
pjxyqxbl900,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2022-2023学年第1学期,体育1,篮球俱乐部（中级班）,星期四78
pjxyqxbj527,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期一78
pjxxzxkj991,男,2020级,通信工程学院,通信工程,2001019,2001019,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一56
pjwtqxbj922,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2022-2023学年第1学期,体育1,健美操俱乐部,星期二78
pjxyqxbj800,女,2020级,通信工程学院,信息工程,2001052,2001052,2022-2023学年第1学期,体育1,健美操俱乐部,星期一56
pjxuzvbj991,男,2020级,机电工程学院,自动化,2004031,2004031,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期三56
pjxyqxbj454,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期四78
pjxyqxbj541,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2022-2023学年第1学期,体育1,橄榄球俱乐部（中级班）,星期四34
pjxyqxbk150,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期一78
pjxyqwbk802,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期三56
pjxyqxbk491,男,2020级,通信工程学院,通信工程,2001019,2001019,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期一56
pjxyqxbj888,男,2020级,通信工程学院,通信工程,2001012,2001012,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一34
pjxyqxbl710,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期一78
pjxyqxbj105,男,2020级,通信工程学院,通信工程,2001015,2001015,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一56
pjxyqwbj605,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期二78
pjxyqxbj869,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期四78
pjxyqwbj555,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2022-2023学年第1学期,体育1,乒乓球俱乐部（高级班）,星期四56
pjxyqwbj253,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期三56
pjxyqwbj864,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022-2023学年第1学期,体育1,健美操俱乐部,星期四56
pjxxxxbj955,男,2020级,通信工程学院,通信工程,2001911,2001911,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期一78
pjxuqwbj818,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期三78
pjxyqwbj857,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2022-2023学年第1学期,体育1,橄榄球俱乐部（初级班）,星期三56
pjxyqwbj945,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期二78
pjxqqxbj982,女,2020级,人文学院,汉语言文学,2008031,2008031,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期一56
pjxyqxbj432,女,2020级,电子工程学院,电子信息工程,2002012,2002012,2022-2023学年第1学期,体育1,武术俱乐部（太极拳道）,星期一78
pjxyqwbj058,女,2020级,人工智能学院,人工智能,2020039,2020039,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期三56
pjxyqxbj625,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期一78
pjxyqxbj980,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期四78
pjxwxxbj944,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期二34
pjxyqwbj262,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期二78
pjxuqwbj952,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2022-2023学年第1学期,体育1,篮球俱乐部（高级班）,星期四34
pjxyqxbk905,男,2020级,通信工程学院,通信工程,2001019,2001019,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期一56
pjxuqwbj814,男,2020级,机电工程学院,自动化,2004031,2004031,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期三56
pjxyqwbj732,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期二78
pjxyqxbk470,男,2020级,通信工程学院,通信工程,2001012,2001012,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期一34
pjxyqxbk855,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期四78
pjxyqxbk399,女,2020级,空间科学与技术学院,飞行器设计与工程,2016031,2016031,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期二78
pjxyqwbj422,女,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期四56
pjxyqwbj905,男,2020级,计算机科学与技术学院,软件工程,2003053嵌,200301211,2022-2023学年第1学期,体育1,武术俱乐部（初级剑术）,星期三56
pjxyqxbj709,男,2021级,物理学院,电子信息科学与技术,2111051,2111051,2023-2024学年第1学期,体育1,基本体能俱乐部（初级会员）,星期一34
pjxuqwbj546,男,2020级,通信工程学院,通信工程,2001018,2001018,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期一78
pjxyqxbj838,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期一78
pjxyqxbl703,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期二56
pjxuqwbj618,男,2020级,机电工程学院,机器人工程,2004071,2004071,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期三78
pjxyqxbj554,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期三56
pjxyqwbk795,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022-2023学年第1学期,体育1,武术俱乐部（太极拳道）,星期四56
pjxyqwbj400,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期四56
pjxyqxbj729,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一78
pjxyqwbj243,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
pjxuqwbj488,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022-2023学年第1学期,体育1,健美操俱乐部,星期三78
pjxyqwbj362,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012软,200301201,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期二56
pjxyqxbk537,男,2020级,通信工程学院,通信工程,2001016,2001016,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期一56
pjxyqwbj950,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
pjxyqxbl738,男,2020级,微电子学院,集成电路设计与集成系统,2014028,2014028,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期四56
pjxxxxbj912,男,2020级,通信工程学院,通信工程,2001911,2001911,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期一78
pjxyqwbj913,男,2021级,人工智能学院,人工智能,2120039,2120039,2022-2023学年第1学期,体育1,健美操俱乐部,星期三56
pjxyqxbj018,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第1学期,体育1,免修班,周六9:00-10:30
pjxuqwbj933,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期四34
pjxyqxbj724,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一78
pjxyqxbl774,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期一78
pjxyqxbj872,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期一78
pjxwxxbj949,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二34
pjxsqxbj929,男,2020级,经济与管理学院,电子商务,2006051,2006051,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四56
pjxyqxbl962,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期二56
pjxyqxbk609,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期一78
pjxyqxbk961,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2022-2023学年第1学期,体育1,网球俱乐部（中级班）,星期二34
pjxqzxbj984,女,2020级,人文学院,录音艺术,2008014,2008014,2022-2023学年第1学期,体育1,网球俱乐部（中级班）,星期一56
pjxyqwbj061,男,2020级,人工智能学院,人工智能,2020031,2020031,2022-2023学年第1学期,体育1,武术俱乐部（太极拳道）,星期四78
pjxyqxbk705,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期二56
pjxyqwbj634,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期二78
pjxyqxbj399,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2022-2023学年第1学期,体育1,排球俱乐部（中级班）,星期四78
pjxpqxbj911,女,2020级,外国语学院,英语,2009011,2009011,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期二78
pjxqqxbj991,女,2020级,人文学院,汉语言文学,2008031,2008031,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期一56
pjxrqxbj908,女,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2022-2023学年第1学期,体育1,健美操俱乐部,星期二56
pjxyqxbj006,男,2020级,物理学院,电波传播与天线,2005061,2005061,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期二78
pjxyqwbj527,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期三56
pjxsqxbj888,男,2020级,经济与管理学院,工程管理,2006111,2006111,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期二56
pjxuqwbj492,男,2020级,机电工程学院,电子封装技术,2004061,2004061,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期四34
pjxyqwbj775,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期二56
pjxyqxbl854,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
pjxsqxbj873,女,2020级,经济与管理学院,电子商务,2006051,2006051,2022-2023学年第1学期,体育1,排球俱乐部（中级班）,星期四56
pjxwxxbj930,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二34
pjxuqwbj724,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期三78
pjxyqwbk838,女,2020级,计算机科学与技术学院,物联网工程,2003041,2003041,2022-2023学年第1学期,体育1,体态训练俱乐部（初级会员）,星期二56
pjxyqxbk637,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022-2023学年第1学期,体育1,健美操俱乐部,星期二78
pjxyqwbj718,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期四56
pjwtqxbj993,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2022-2023学年第1学期,体育1,赛艇俱乐部,星期二56
pjxyqwbj967,女,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期四78
pjxyqxbj144,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期三56
pjxuqwbj917,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2022-2023学年第1学期,体育1,排球俱乐部（初级班）,星期一56
pjxyqwbj464,男,2020级,人工智能学院,人工智能,2020032,2020032,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四78
pjxyqwbj958,男,2020级,人工智能学院,人工智能,2020032,2020032,2022-2023学年第1学期,体育1,排球俱乐部（中级班）,星期四78
