XN(学年),XQ(学期),ZC(周次),SKXQ(上课学期),RQ(日期),KSJC(开始节次),KSJCSJ(开始节次时间),JSJC(结束节次),JSJCSJ(结束节次时间),XH(学号),XY(学院),ZY(专业),NJ(年级),JASDM(教室),KCM(课程名),KCH(课程号),KXH(课序号),JSMC(教室名称),SZJZ(所在建筑),SZLC(所在楼层),FJBH(房间编号),PLACE_CODE(房间编码),SZXQ(所在校区),FJEJFL(房间二级分类),JZBM(建筑编码),ZTDM(状态代码),ZT(状态),DKSJ(打卡时间),KCXZ(课程学制),KCLB(课程类别)
2024-2025,1,1,1,2024-09-02,5,,10,,pjxyqxbj566,空间科学与技术学院,探测制导与控制技术,2020,G-614,制导、跟踪与控制综合实验,SS202019,,,G楼,6,G-614,20200306103014,南校区,教学,202003,3,请假,2024-09-02 13:57:00,,
2024-2025,1,1,1,2024-09-02,5,,10,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,G-614,制导、跟踪与控制综合实验,SS202019,,,G楼,6,G-614,20200306103014,南校区,教学,202003,2,正常,2024-09-02 14:04:00,,
2024-2025,1,1,1,2024-09-02,5,,10,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,G-614,制导、跟踪与控制综合实验,SS202019,,,G楼,6,G-614,20200306103014,南校区,教学,202003,4,缺勤,,,
2024-2025,1,1,1,2024-09-02,5,,6,,pjxsqxbj921,经济与管理学院,市场营销,2020,C-330,管理案例研究,EM025007,,,C楼,3,C-330,23100203101030,南校区,基础智慧教室,231002,2,正常,2024-09-02 13:48:00,,
2024-2025,1,1,1,2024-09-02,5,,6,,pjxsqxbj864,经济与管理学院,市场营销,2020,C-330,管理案例研究,EM025007,,,C楼,3,C-330,23100203101030,南校区,基础智慧教室,231002,2,正常,2024-09-02 13:42:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,XI-105,航天器控制原理,SS202026,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-09-02 08:26:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,XI-105,航天器控制原理,SS202026,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-09-02 08:26:00,,
2024-2025,1,1,1,2024-09-02,5,,6,,pjxuqwbj496,机电工程学院,工业设计,2020,C-427,人机工程学,ME025203,,,C楼,4,C-427,23100204101027,南校区,多媒体教室,231002,5,代签,2024-09-12 01:35:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbj754,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:26:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbj501,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:26:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbj162,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:25:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbj100,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:25:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:26:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbk732,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:25:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:25:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-02 10:25:00,,
2024-2025,1,1,1,2024-09-02,7,,8,,pjxyqxbk503,电子工程学院,电子信息工程,2020,XI-105,电磁兼容原理与技术,EE015223,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-09-02 15:51:00,,
2024-2025,1,1,1,2024-09-02,9,,10,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,XI-105,小波分析及其应用,MS204045,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,4,缺勤,,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,XI-210,光电成像原理,OE015029,,,X楼I区,2,I-210,23100102101011,南校区,多媒体教室,231001,2,正常,2024-09-02 08:25:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,XI-210,光电成像原理,OE015029,,,X楼I区,2,I-210,23100102101011,南校区,多媒体教室,231001,2,正常,2024-09-02 08:24:00,,
2024-2025,1,1,1,2024-09-02,5,,6,,pjxyqxbk342,人工智能学院,人工智能,2020,XI-106,工程概论(IV),TS001004-20,,,X楼I区,1,I-106,23100101101016,南校区,多媒体教室,231001,2,正常,2024-09-02 14:00:00,,
2024-2025,1,1,1,2024-09-02,3,,4,,pjxuqwbj511,机电工程学院,测控技术与仪器,2020,XI-114,机器人及人工智能,ME054052,,,X楼I区,1,I-114,23100101101026,南校区,多媒体教室,231001,2,正常,2024-09-02 10:21:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbj840,光电工程学院,电子科学与技术,2020,XI-415,光电成像原理,OE015029,,,X楼I区,4,I-415,23100104101018,南校区,多媒体教室,231001,2,正常,2024-09-02 08:23:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbj709,物理学院,电子信息科学与技术,2020,XI-413,微波遥感基础,PY055068,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,5,代签,2024-09-10 09:28:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,XI-413,微波遥感基础,PY055068,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,5,代签,2024-09-10 09:28:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbk373,物理学院,电子信息科学与技术,2020,XI-413,微波遥感基础,PY055068,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,5,代签,2024-09-10 09:28:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbk268,物理学院,电子信息科学与技术,2020,XI-413,微波遥感基础,PY055068,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,5,代签,2024-09-10 09:28:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbl739,物理学院,电子信息科学与技术,2020,XI-413,微波遥感基础,PY055068,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,5,代签,2024-09-10 09:28:00,,
2024-2025,1,1,1,2024-09-02,1,,2,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,XI-413,微波遥感基础,PY055068,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,5,代签,2024-09-10 09:28:00,,
2024-2025,1,1,1,2024-09-02,7,,8,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,XI-415,数字信号处理,AI202006,,,X楼I区,4,I-415,23100104101018,南校区,多媒体教室,231001,3,请假,2024-09-02 15:35:00,,
2024-2025,1,1,1,2024-09-02,7,,8,,pjxuqwbj830,机电工程学院,自动化,2020,XI-320,数字图像处理,ME034036,,,X楼I区,3,I-320,23100103101020,南校区,多媒体教室,231001,2,正常,2024-09-02 15:45:00,,
2024-2025,1,1,1,2024-09-02,5,,6,,pjxyqxbj501,光电工程学院,光电信息科学与工程,2020,XI-418,Optoelectronics and Integrated Optics（双语）,OE015059,,,X楼I区,4,I-418,23100104101020,南校区,多媒体教室,231001,2,正常,2024-09-02 13:42:00,,
2024-2025,1,1,1,2024-09-02,5,,6,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,XI-418,Optoelectronics and Integrated Optics（双语）,OE015059,,,X楼I区,4,I-418,23100104101020,南校区,多媒体教室,231001,2,正常,2024-09-02 13:51:00,,
2024-2025,1,1,2,2024-09-03,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,B-401,信息安全等级保护,CE204124,,,B楼,4,B-401,23100404101001,南校区,多媒体教室,231004,5,代签,2024-09-03 14:48:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,A-202,网络管理,CE204117,,,A楼,2,A-202,23100502101002,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxrqxbj963,数学与统计学院,数学与应用数学,2020,B-408,计算机图形学,MS204019,,,B楼,4,B-408,23100404101008,南校区,多媒体教室,231004,2,正常,2024-09-03 10:17:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxwxxbj993,电子工程学院,电子信息工程,2020,B-412,新技术讲座,EE205072,,,B楼,4,B-412,23100404101012,南校区,多媒体教室,231004,2,正常,2024-09-11 15:24:00,,
2024-2025,1,1,2,2024-09-03,7,,8,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,B-442,超快光学,OE015036,,,B楼,4,B-442,23100404101043,南校区,多媒体教室,231004,5,代签,2024-09-13 01:36:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqxbk839,电子工程学院,信息对抗技术,2020,B-416,计算智能,EE015225,,,B楼,4,B-416,23100404101017,南校区,多媒体教室,231004,2,正常,2024-09-03 10:24:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,B-510,通信与网络测量,TE205114,,,B楼,5,B-510,23100405101013,南校区,多媒体教室,231004,5,代签,2024-09-03 12:00:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxsqxbj969,通信工程学院,通信工程,2020,B-602,通信与网络测量,TE205114,,,B楼,6,B-602,23100406101003,南校区,多媒体教室,231004,2,正常,2024-09-03 10:14:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqxbl723,通信工程学院,通信工程,2020,B-521,物联网技术,TE205116,,,B楼,5,B-521,23100405101024,南校区,多媒体教室,231004,4,缺勤,,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjwrqxbj905,先进材料与纳米科技学院,应用化学,2020,C-222,新能源材料,MA225123,,,C楼,2,C-222,23100202101022,南校区,基础智慧教室,231002,2,正常,2024-09-03 10:19:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjwrqxbj901,先进材料与纳米科技学院,应用化学,2020,C-222,新能源材料,MA225123,,,C楼,2,C-222,23100202101022,南校区,基础智慧教室,231002,2,正常,2024-09-03 10:19:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxyqwbk736,网络与信息安全学院,密码科学与技术,2020,D-206,工程概论(IV),TS001004-18,,,D楼,2,D-206,23100602101006,南校区,多媒体教室,231006,2,正常,2024-09-03 13:55:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxsqxbj936,网络与信息安全学院,网络空间安全,2020,D-206,工程概论(IV),TS001004-18,,,D楼,2,D-206,23100602101006,南校区,多媒体教室,231006,2,正常,2024-09-03 13:51:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxsqxbj918,网络与信息安全学院,信息安全,2020,D-206,工程概论(IV),TS001004-18,,,D楼,2,D-206,23100602101006,南校区,多媒体教室,231006,5,代签,2024-09-03 14:59:00,,
2024-2025,1,1,2,2024-09-03,7,,8,,pjxuqwbj496,机电工程学院,工业设计,2020,C-229,造型材料与工艺,ME025204,,,C楼,2,C-229,23100202101029,南校区,基础智慧教室,231002,5,代签,2024-10-30 15:36:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjwtqxbj971,生命科学技术学院,生物医学工程,2020,C-425,工程概论(IV),TS001004-15,,,C楼,4,C-425,23100204101025,南校区,多媒体教室,231002,3,请假,2024-09-04 17:05:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxpqxbj978,经济与管理学院,金融学,2020,C-325,产业经济学,EM045016,,,C楼,3,C-325,23100203101025,南校区,多媒体教室,231002,3,请假,2024-09-03 13:40:00,,
2024-2025,1,1,2,2024-09-03,7,,8,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-428,实用安全,CE204129,,,C楼,4,C-428,23100204101028,南校区,多媒体教室,231002,2,正常,2024-09-03 16:47:00,,
2024-2025,1,1,2,2024-09-03,1,,2,,pjxyqxbk732,光电工程学院,光电信息科学与工程,2020,XI-121,显示技术,OE015107,,,X楼I区,1,I-121,23100101101034,南校区,远程互动教室,231001,2,正常,2024-09-03 09:19:00,,
2024-2025,1,1,2,2024-09-03,1,,2,,pjxyqxbj566,空间科学与技术学院,探测制导与控制技术,2020,XI-216,新型航天材料及应用,SS202034,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,5,代签,2024-09-03 10:12:00,,
2024-2025,1,1,2,2024-09-03,1,,2,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,XI-216,新型航天材料及应用,SS202034,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,XI-216,光电成像原理,OE015029,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,2,正常,2024-09-03 10:22:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,XI-216,光电成像原理,OE015029,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,XI-305,工程概论(IV),TS001004-20,,,X楼I区,3,I-305,23100103101006,南校区,多媒体教室,231001,2,正常,2024-09-03 10:22:00,,
2024-2025,1,1,2,2024-09-03,3,,4,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,XI-305,工程概论(IV),TS001004-20,,,X楼I区,3,I-305,23100103101006,南校区,多媒体教室,231001,3,请假,2024-09-03 10:05:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxyqwbj367,人工智能学院,智能科学与技术,2020,XI-217,工程概论(IV),TS001004-20,,,X楼I区,2,I-217,23100102101018,南校区,多媒体教室,231001,2,正常,2024-09-03 14:00:00,,
2024-2025,1,1,2,2024-09-03,5,,6,,pjxyqwbk559,人工智能学院,智能科学与技术,2020,XI-217,工程概论(IV),TS001004-20,,,X楼I区,2,I-217,23100102101018,南校区,多媒体教室,231001,2,正常,2024-09-03 13:51:00,,
2024-2025,1,1,2,2024-09-03,7,,8,,pjxyqxbj566,空间科学与技术学院,探测制导与控制技术,2020,XI-406,计算机视觉,SS202027,,,X楼I区,4,I-406,23100104101010,南校区,多媒体教室,231001,3,请假,2024-09-03 15:35:00,,
2024-2025,1,1,3,2024-09-04,1,,2,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,A-223,数据挖掘,CS205204,,,A楼,2,A-223,23100502101025,南校区,多媒体教室,231005,2,正常,2024-09-04 08:21:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,A-513,智能网络与云计算技术,AI204012,,,A楼,5,A-513,23100505101015,南校区,多媒体教室,231005,2,正常,2024-09-04 10:25:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,A-513,智能网络与云计算技术,AI204012,,,A楼,5,A-513,23100505101015,南校区,多媒体教室,231005,3,请假,2024-09-04 10:05:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,A-214,离散数学（II）,CS205302,,,A楼,2,A-214,23100502101015,南校区,多媒体教室,231005,2,正常,2024-09-04 10:25:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxsqxbj921,经济与管理学院,市场营销,2020,C-310,公共关系学,EM065001,,,C楼,3,C-310,23100203101010,南校区,多媒体教室,231002,2,正常,2024-09-04 10:24:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxsqxbj864,经济与管理学院,市场营销,2020,C-310,公共关系学,EM065001,,,C楼,3,C-310,23100203101010,南校区,多媒体教室,231002,2,正常,2024-09-04 10:24:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,C-115,英语阅读,FL025018,,,C楼,1,C-115,23100201101036,南校区,分组研讨教室,231002,5,代签,2024-09-11 01:35:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,C-207,空间电子器件物理学,SS204215,,,C楼,2,C-207,23100202101007,南校区,基础智慧教室,231002,4,缺勤,,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,C-207,空间电子器件物理学,SS204215,,,C楼,2,C-207,23100202101007,南校区,基础智慧教室,231002,2,正常,2024-09-04 10:13:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxwxxbj993,电子工程学院,电子信息工程,2020,B-443,科技论文写作,EE205073,,,B楼,4,B-443,23100404101044,南校区,多媒体教室,231004,2,正常,2024-09-04 10:19:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjwrqxbj905,先进材料与纳米科技学院,应用化学,2020,C-231,电子工艺化学原理,MA225119,,,C楼,2,C-231,23100202101031,南校区,基础智慧教室,231002,2,正常,2024-09-04 10:17:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjwrqxbj901,先进材料与纳米科技学院,应用化学,2020,C-231,电子工艺化学原理,MA225119,,,C楼,2,C-231,23100202101031,南校区,基础智慧教室,231002,2,正常,2024-09-04 10:17:00,,
2024-2025,1,1,3,2024-09-04,1,,2,,pjxyqxbj271,光电工程学院,电子科学与技术,2020,XI-205,物理光学,OE014007,,,X楼I区,2,I-205,23100102101006,南校区,多媒体教室,231001,5,代签,2024-09-21 01:31:00,,
2024-2025,1,1,3,2024-09-04,1,,2,,pjxpqxbj978,经济与管理学院,金融学,2020,C-327,风险管理,EM044009,,,C楼,3,C-327,23100203101027,南校区,多媒体教室,231002,2,正常,2024-09-04 08:18:00,,
2024-2025,1,1,3,2024-09-04,1,,2,,pjxyqwbk736,网络与信息安全学院,密码科学与技术,2020,C-328,区块链安全技术,CE204159,,,C楼,3,C-328,23100203101028,南校区,基础智慧教室,231002,2,正常,2024-09-04 08:25:00,,
2024-2025,1,1,3,2024-09-04,1,,2,,pjwrqxbj905,先进材料与纳米科技学院,应用化学,2020,C-329,合成化学及表征,MA225122,,,C楼,3,C-329,23100203101029,南校区,基础智慧教室,231002,2,正常,2024-09-04 08:29:00,,
2024-2025,1,1,3,2024-09-04,1,,2,,pjwrqxbj901,先进材料与纳米科技学院,应用化学,2020,C-329,合成化学及表征,MA225122,,,C楼,3,C-329,23100203101029,南校区,基础智慧教室,231002,2,正常,2024-09-04 08:12:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbj754,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:13:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbj501,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:15:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbj162,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:14:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbj100,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:13:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:19:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk732,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:14:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,2,正常,2024-09-04 10:22:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,D-205,光电检测技术,OE015028,,,D楼,2,D-205,23100602101005,南校区,多媒体教室,231006,4,缺勤,,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,XI-211,网络协议分析与设计,CE204008,,,X楼I区,2,I-211,23100102101012,南校区,多媒体教室,231001,3,请假,2024-09-04 10:05:00,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxuqwbj830,机电工程学院,自动化,2020,XI-320,数字图像处理,ME034036,,,X楼I区,3,I-320,23100103101020,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,1,3,2024-09-04,3,,4,,pjxyqxbk839,电子工程学院,信息对抗技术,2020,XI-217,自动控制原理,EE015226,,,X楼I区,2,I-217,23100102101018,南校区,多媒体教室,231001,2,正常,2024-09-04 10:17:00,,
