课程号_统一,KCCCDM(课程层次),KCFLDM(课程分类),JXFSDM(教学方式),SKYZDM(授课语种),KCZTDM(课程状态),KCM(课程名),YWKCM(英文课程名),JXMD(教学目的),XS(学时),XF(学分),KNZXS(课内周学时),KTJSXS(课堂讲授学时),SYXS(实验学时),SJIXS(设计学时),SJXS(上机学时),TLXS(讨论学时),QTXS1(其他学时1),QTXS2(其他学时2),QTXS3(其他学时3),JZSJZ(集中实践周),KCSJXS(课程实践学时),KSLXDM(考试类型),ZWJC(中文教材),ZWCKS(中文参考书),WWJC(外文教材),WWCKS(外文参考书),SYYX(适用院系或专业),KCSM(课程说明),ZWNRJJ(中文内容简介),YWNRJJ(英文内容简介),KSRQ(开始日期),YBZS(预备知识),CZSJ(操作时间),BZ(备注),TKYY(停开原因),HFYY(恢复原因),XGXKLBDM(校公选课类别),XXKDM(先修课代码),XXKMC(先修课名称),KSXQ(开课学期),SFXGXK(是否校公选课),KCSJZXS(课程实践周学时),XFLBDM(学分类别代码),KCFL1(课程分类),SFSYSK(是否双语授课),SFQYWSK(是否全英文授课),CJKHFS(成绩考核方式),KCMB(课程目标),XXKSFQY(先修课是否启用),XXKBXTG(先修课必须通过)
ME012013,,023,6.0,zw,1.0,机械原理（英）,Theory of Mechanisms and Machines,,48.0,3.0,2,40.0,6.0,,,,,,2.0,,6.0,1.0,,,,,,,,,,,2019-05-07 10:53:10,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
ME014036,,018,2.0,zw,1.0,计算机辅助设计综合实践,Machine Drawing Integrated&nbsp;Practice Introduction of Computer and Program Design,,2.0,2.0,2,,,,,,,,,2,,2.0,,,,,,,,,,,2019-05-07 10:53:10,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HE006005,,019,1.0,zh,0.0,大学生运动营养与健康,Sports nutrition and health for college students,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,2020-06-01,,,,,,6.0,,,,1.0,,,,,,,,,
ME060003,,020,1.0,,1.0,电子封装工程导论III,Introduction to electronic packaging,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME060004,,020,1.0,,1.0,电子封装先进技术（校企联合）,Advanced Technology of Electronic Packaging,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME060005,,020,1.0,,1.0,电子封装工程导论IV,Introduction to electronic packaging,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
MI204026,,021,1.0,zh,1.0,集成电路研讨课,Integrated Circuit Seminar Course,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,2020-09-08,,,,,,,,,,0.0,,,,0.0,0.0,,,,
CS265609,,004,2.0,zh,1.0,IT职业资格培训,IT？Occupation？Qualification Training,,32.0,2.0,2,,,,,,,,,,64.0,2.0,,,,,,,,,2020-10-05,,,,,,,,,,0.0,,,,,,,,,
AI204100,,004,1.0,,1.0,离散数学,Discrete Mathematics,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI204110,,004,1.0,,1.0,软件技术基础,basis of software technique,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI204120,,004,1.0,,1.0,计算方法,Computing Method,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI204130,,004,1.0,,1.0,数据结构与算法分析,Data structure and algorithm analysis,,64.0,4.0,2,64.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI204150,,004,1.0,,1.0,数据库原理,Database Principles,,64.0,4.0,2,64.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI204160,,004,1.0,,1.0,随机信号分析,Random Signal Analysis,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI204170,,004,1.0,,1.0,高频电子线路,High-Frenquency Electronic Circuit,,64.0,4.0,2,64.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
AI207001,,018,2.0,,1.0,生产实习,Production Practice,,3.0,3.0,2,,,,,,,,,3周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
TC006003,,018,2.0,zh,1.0,金工实习（II）,Metalworking Practice（II）,,2.0,1.0,2,,,,,,,,,2,,2.0,,,,,,,,,2019-05-07,,,,,,,,,,,,,,,,,,,
CS205402,,004,15.0,zw,1.0,数字信号处理,Digital Signal Processing,,54.0,3.5,2,40.0,,,12.0,,,,8.0,,,1.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205507,,004,15.0,zw,1.0,计算机图形学,Computer Graphics,,48.0,3.0,2,34.0,,,20.0,,,,4.0,,,1.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205503,,004,1.0,zw,1.0,组合数学,Combinatorial Mathematics,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205508,,004,1.0,zw,1.0,计算机控制,Computer Control,,48.0,3.0,2,48.0,,,,,,,,,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205516,,004,15.0,zw,1.0,图论与网络科学,Graph Theory and Network Science,,40.0,2.5,2,28.0,,,16.0,,,,4.0,,,1.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205504,,004,33.0,zw,1.0,移动互联网导论,Introduction to Mobile Internet,,32.0,2.0,2,24.0,,,,,,,8.0,,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205301,,004,10.0,zw,1.0,组网与运维,Networking and Maintenance,,44.0,2.5,2,28.0,,,32.0,,,,,,,1.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205519,,004,33.0,zw,1.0,智能软件概论,Introduction to Intelligent Software,,32.0,2.0,2,24.0,,,,,,,8.0,,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205523,,004,15.0,zw,1.0,大数据优化建模与算法,Optimization Modeling and Algorithms for Big Data Problems,,32.0,2.0,2,24.0,,,8.0,,,,4.0,,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS205524,,004,15.0,zw,1.0,数据可视化,Data Visualization,,32.0,2.0,2,16.0,,,24.0,,,,4.0,,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS204002,,018,2.0,zw,1.0,电子技术应用课程设计,Course Design of Applied Electronic Technology,,16.0,1.0,2,,,,,,,,,1,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS204003,,018,2.0,zw,1.0,操作系统课程设计,Course Design of Operating System,,16.0,1.0,2,,,,,,,,,1,,2.0,,,,,,,,,,,2020-05-21 08:58:28,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
FL3051,1.0,002,1.0,,1.0,英语语音,English Phonetics,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
FL3052,1.0,002,1.0,,1.0,古代汉语,Ancient Chinese,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
FL3053,1.0,002,1.0,,1.0,综合英语（一）,Comprehensive English（Ⅰ）,,90.0,6.0,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,90+0周,,,,,,开课学期为2,,,,,,2.0,0.0,,,,,,,,,
FL3054,1.0,002,1.0,,1.0,综合英语（二）,Comprehensive English（Ⅱ）,,90.0,6.0,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,90+0周,,,,,,开课学期为3,,,,,,1.0,0.0,,,,,,,,,
FL3055,1.0,002,1.0,,1.0,综合英语（三）,Comprehensive English（III）,,90.0,6.0,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,90+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
FL3056,1.0,002,1.0,,1.0,英语听力（一）,English Listening（I）,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为2,,,,,,2.0,0.0,,,,,,,,,
FL3057,1.0,002,1.0,,1.0,英语听力（二）,English Listening（II）,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为3,,,,,,1.0,0.0,,,,,,,,,
EE5217L,1.0,004,2.0,,1.0,单片机应用系统创作设计,Design of Single Chip Microcomputer Application System,,32.0,2.0,2,0.0,64.0,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
SE5034L,1.0,,6.0,,1.0,嵌入式操作系统,Embedded Operating Systems,,32.0,2.0,2,24.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
SE5035L,1.0,,10.0,,1.0,云计算技术,Cloud Computing Technology,,40.0,2.5,2,32.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,40+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
SE5036L,1.0,,10.0,,1.0,机器学习与数据挖掘,Introduction to Machine Learning and Data Mining,,48.0,3.0,2,40.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
SE5038L,1.0,,10.0,,1.0,海量数据管理,Management of Massive Datasets,,40.0,2.5,2,32.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,40+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
SE5040L,1.0,,10.0,,1.0,信息检索,Information Retrieval,,32.0,2.0,2,24.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
MA5101L,1.0,004,2.0,,1.0,化工仿真及应用实验,Comprehensive Experiment and Simulation of Chemical Engineering,,24.0,1.5,2,,48.0,,,,,,,,,2.0,,,,,,,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
MA5102L,1.0,004,2.0,,1.0,电化学应用综合实验,Applied Electrochemistry Comprehensive Experiment,,24.0,1.5,2,,48.0,,,,,,,,,2.0,,,,,,,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
MA5103L,1.0,004,2.0,,1.0,分析与检测综合实验,Comprehensive Chemistry Experiment,,24.0,1.5,2,,48.0,,,,,,,,,2.0,,,,,,,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
MA5104L,1.0,004,2.0,,1.0,制备化学综合实验,Preparation  Chemistry  Comprehensive Experiment,,24.0,1.5,2,,48.0,,,,,,,,,2.0,,,,,,,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
MA5214L,1.0,004,6.0,,1.0,科技英语,English for Science and Technology,,20.0,1.0,2,18.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
MA2003L,1.0,006,6.0,,1.0,科技制作,Scientific Manufacturing,,16.0,1.0,2,,,,,,,,,,32.0,2.0,,,,,,,,,,,,开课学期为8,,,,,,2.0,0.0,,,,,,,,,
EE3121014,1.0,002,1.0,,1.0,信号、系统与信号处理（II）,"Signals, Systems and Signal Processing（Ⅱ）",,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
SC3321241,1.0,004,1.0,,1.0,计算机在化学中的应用,Application of Computer in Chemistry,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
SE2121032,1.0,005,2.0,,1.0,计算机组成与结构课程设计,Computer Organization and Architecture Practice,,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,2.0,,,,,,0+1周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
SC2121114,1.0,003,23.0,,1.0,计算物理,Computational Physics,,58.0,4.0,2,40.0,0.0,0.0,20.0,0.0,16.0,0.0,,,,2.0,,,,,,58+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
HA4221164,1.0,004,1.0,,1.0,技术经济学,Technical Economics,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
ME3321274,1.0,004,1.0,,1.0,检测与传感技术,Detection and Sensing Techniques,,40.0,2.5,2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,40+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
TE3221104,1.0,004,1.0,,1.0,交换原理与技术,Switching Principles and Technology,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
SC3221224,1.0,004,1.0,,1.0,胶体化学及应用,Colloid Chemistry and Application,,40.0,2.5,2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,40+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
HA044003,,003,1.0,zw,1.0,中国文学I,Chinese Literature I,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044004,,003,1.0,zw,1.0,中国文学II,Chinese Literature II,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044005,,003,1.0,sy,1.0,现代汉语,Modern Chinese,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,1.0,0.0,,,,
HA044006,,003,1.0,zw,1.0,古代汉语,Ancient Chinese,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044007,,003,1.0,zw,1.0,跨文化交际,Intercultural communication,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044008,,003,1.0,zw,1.0,科技汉语,Chinese for Science &amp; Technology,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044010,,003,6.0,sy,1.0,陕西历史文化专题,Shaanxi&rsquo;s History &amp; Culture,,16.0,1.0,2,8.0,,,,,,,,,16.0,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,1.0,,,1.0,0.0,,,,
HA044011,,003,1.0,zw,1.0,高级汉语听说I,Advanced Chinese Listening &amp; Speaking I,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044012,,003,1.0,zw,1.0,高级汉语听说II,Advanced Chinese Listening &amp; Speaking II,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044013,,003,1.0,zw,1.0,高级汉语写作I,Advanced Chinese Writing I,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044014,,003,1.0,zw,1.0,高级汉语写作II,Advanced Chinese Writing II,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044015,,004,1.0,zw,1.0,现代汉语词汇专题,Modern Chinese Vocabulary,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044016,,004,1.0,zw,1.0,现代汉语语法专题,Modern Chinese Grammar,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044017,,004,1.0,zw,1.0,HSK5级辅导,HSK 5 Training,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044018,,004,1.0,zw,1.0,HSK6级辅导,HSK 6 Training,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044019,,004,1.0,sy,1.0,汉字文化,Chinese Characters &amp; Culture,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044020,,004,6.0,zw,1.0,课堂教学案例分析与实践,Analysis and Practice of Teaching Cases,,48.0,3.0,2,32.0,,,,,,,,,32.0,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,1.0,,,0.0,0.0,,,,
HA044021,,004,1.0,zw,1.0,汉语作为第二语言教学,Teaching Chinese as a Foreign Language,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044022,,004,1.0,zw,1.0,商务汉语,Business Chinese,,48.0,3.0,2,48.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044023,,004,1.0,zw,1.0,中国诗词赏析,Chinese Poetry Analysis,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044024,,004,1.0,zw,1.0,汉语修辞学,Chinese Rhetoric,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044025,,004,10.0,sy,1.0,计算机辅助中文应用,Computer aided application in Chinese,,16.0,1.0,2,16.0,,,8.0,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,1.0,,,1.0,0.0,,,,
HA044026,,004,1.0,zw,1.0,当代中国专题,Modern China,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044027,,004,6.0,sy,1.0,中国书法,Chinese Calligraphy,,32.0,2.0,2,16.0,,,,,,,,,32.0,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,1.0,,,1.0,0.0,,,,
HA044028,,004,6.0,sy,1.0,中国画入门与体验,Chinese Painting,,32.0,2.0,2,16.0,,,,,,,,,32.0,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,1.0,,,1.0,0.0,,,,
HA044029,,004,1.0,zw,1.0,中国哲学,Chinese Philosophy,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044030,,004,1.0,zw,1.0,中国名著赏析,Analysis of Classic Chinese Literature,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044031,,004,6.0,zw,1.0,中国电影,Chinese Movie,,32.0,2.0,2,16.0,,,,,,,,,32.0,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,1.0,,,0.0,0.0,,,,
HA044032,,004,6.0,zw,1.0,中国太极拳,Taiji Exploring,,16.0,1.0,2,,,,,,,,,,32.0,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,2.0,,,0.0,0.0,,,,
HA044033,,018,5.0,zw,1.0,汉语实践,Chinese Practice,,12.0,6.0,2,,,,,,,,,12周,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044034,,018,5.0,zw,1.0,毕业实习,Internship,,6.0,3.0,2,,,,,,,,,6周,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044035,,018,5.0,zw,1.0,毕业设计,Graduation Thesis,,16.0,8.0,2,,,,,,,,,16周,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
HA044036,,022,5.0,zw,1.0,素质能力拓展,Quality and Capability Development,,16.0,8.0,2,,,,,,,,16.0,16周,,2.0,,,,,,,,,,,2019-06-12 15:10:05,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
PY064051-02,,020,1.0,,1.0,专业技术交流课程-新技术讲座（Ⅱ）,Professional technology exchange course -- new technology lecture Ⅱ,,8.0,0.5,2,8.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY064051-03,,020,1.0,,1.0,专业技术交流课程-新技术讲座（Ⅲ）,Professional technology exchange course -- new technology lecture Ⅲ,,8.0,0.5,2,8.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY064051-04,,020,1.0,,1.0,专业技术交流课程-新技术讲座（Ⅳ）,Professional technology exchange course -- new technology lecture Ⅳ,,8.0,0.5,2,8.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY054051-01,,020,1.0,,1.0,专业技术交流课程-新技术讲座（Ⅰ）,Professional technology exchange course -- new technology lecture Ⅰ,,8.0,0.5,2,8.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY054051-02,,020,1.0,,1.0,专业技术交流课程-新技术讲座（Ⅱ）,Professional technology exchange course -- new technology lecture Ⅱ,,4.0,0.25,2,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY054051-03,,020,1.0,,1.0,专业技术交流课程-新技术讲座（Ⅲ）,Professional technology exchange course -- new technology lecture Ⅲ,,8.0,0.5,2,8.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CS263006,,023,1.0,sy,1.0,软件工程概论,Introduction to Software Engineering,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,1.0,0.0,,,,
CS263001,,023,1.0,zw,1.0,电路与电子技术基础,Fundamentals of Circuits and Electronic Techniques,,56.0,3.5,2,56.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS263003,,023,1.0,zw,1.0,数字电路与系统设计,Digital Circuits and System Design,,52.0,3.0,2,52.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS262007,,023,10.0,zw,1.0,面向对象程序设计,Object-Oriented Programming,,56.0,3.5,2,44.0,,,24.0,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS263008,,023,1.0,zw,1.0,计算机组成与结构(I),Computer Organization and Architecture(I),,44.0,2.5,2,44.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265001,,003,1.0,sy,1.0,操作系统,Operating Systems,,56.0,3.5,2,56.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,1.0,0.0,,,,
CS265601,,004,10.0,zw,1.0,数值分析,Numerical Analysis,,40.0,2.5,2,32.0,,,16.0,,,,,,,1.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265610,,004,1.0,zw,1.0,应用创造学,Creativity Methodology,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265611,,004,1.0,zw,1.0,知识产权与软件保护,Intellectual Property and Software Protection,,24.0,1.5,2,24.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
MS001010,,004,1.0,zw,1.0,数学分析选讲,Selected Topics in Mathematical Analysis,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265905,,018,2.0,zw,1.0,电子技术综合实验A,AElectronic Technology Synthetic Experiments A,,32.0,1.0,2,,32.0,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265906,,018,2.0,zw,1.0,电子技术综合实验B,BElectronic Technology Synthetic Experiments B,,32.0,1.0,2,,32.0,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265902,,018,2.0,zw,1.0,计算机组成与结构课程设计(I),Computer Organization and Architecture Course Design(I),,8.0,0.5,2,,16.0,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265921,,018,2.0,zw,1.0,操作系统课程设计,Operating Systems Course Design,,32.0,1.0,2,,32.0,,,,,,,,,2.0,,,,,,,,,,,2019-06-05 12:57:18,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS203013,,023,1.0,zw,1.0,离散数学（I）,Discrete Mathematics（I）,,52.0,3.0,2,52.0,,,,,,,,,,1.0,,,,,,,,,,,2019-06-06 10:11:34,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
CS265907,,018,2.0,zw,1.0,计算机系统组装实习,Computer system assembly practice,,40.0,1.0,2,,40.0,,,,,,,,,2.0,,,,,,,,,,,2019-06-06 10:11:34,课程导入,,,,,,,0.0,,,,0.0,0.0,,,,
