学号_统一,生活_门禁刷卡总次数,生活_晚归异常次数,生活_网络使用累计时长,生活_单次网络平均使用时长
pjxyqxbj889,0.0,0.0,1688.9699999999998,241.28142857142853
pjxyqxbj893,8.0,0.0,6908.17,986.8814285714286
pjxyqxbj895,1.0,0.0,2621.94,374.5628571428571
pjxyqxbj896,0.0,0.0,2745.04,392.1485714285714
pjxyqxbj897,0.0,0.0,1673.32,239.04571428571427
pjxyqxbj898,0.0,0.0,938.98,134.14000000000001
pjxyqxbj903,0.0,0.0,1491.74,213.1057142857143
pjxyqxbj905,0.0,0.0,6602.77,943.2528571428572
pjxyqxbj907,0.0,0.0,1607.92,229.70285714285714
pjxyqxbj909,0.0,0.0,2640.83,377.26142857142855
pjxyqxbj910,6.0,0.0,2039.18,291.31142857142856
pjxyqxbj911,0.0,0.0,1852.5,264.64285714285717
pjxyqxbj914,2.0,0.0,1725.74,246.53428571428572
pjxyqxbj915,0.0,0.0,6847.0199999999995,978.1457142857142
pjxyqxbj918,0.0,0.0,1951.51,278.78714285714284
pjxyqxbj919,23.0,0.0,2663.17,380.45285714285717
pjxyqxbj921,1.0,0.0,5112.8,730.4
pjxyqxbj922,0.0,0.0,2630.56,375.7942857142857
pjxyqxbj927,6.0,0.0,2038.01,291.14428571428573
pjxyqxbj928,0.0,0.0,1433.8,204.82857142857142
pjxyqxbj929,0.0,0.0,5234.96,747.8514285714285
pjxyqxbj932,0.0,0.0,3640.89,455.11125
pjxyqxbj933,0.0,0.0,4011.91,573.13
pjxyqxbj935,1.0,0.0,2590.07,370.01000000000005
pjxyqxbj940,0.0,0.0,2417.05,345.29285714285714
pjxyqxbj945,305.0,0.0,7153.9400000000005,1021.9914285714286
pjxyqxbj947,0.0,0.0,3451.85,431.48125
pjxyqxbj948,66.0,5.0,2004.36,286.33714285714285
pjxyqxbj949,4.0,0.0,2010.75,287.25
pjxyqxbj950,0.0,0.0,2644.5,377.7857142857143
pjxyqxbj952,6.0,0.0,1821.65,260.2357142857143
pjxyqxbj953,0.0,0.0,467.09000000000003,66.72714285714287
pjxyqxbj954,0.0,0.0,3808.85,544.1214285714285
pjxyqxbj955,0.0,0.0,2536.89,362.41285714285715
pjxyqxbj957,0.0,0.0,1389.46,198.49428571428572
pjxyqxbj961,3.0,0.0,3166.59,452.37
pjxyqxbj964,0.0,0.0,3409.4,487.0571428571429
pjxyqxbj967,7.0,0.0,7408.63,1058.3757142857144
pjxyqxbj968,10.0,0.0,2252.71,321.8157142857143
pjxyqxbj969,0.0,0.0,990.47,141.49571428571429
pjxyqxbj972,0.0,0.0,1239.44,177.06285714285715
pjxyqxbj973,0.0,0.0,3368.01,481.14428571428573
pjxyqxbj978,3.0,0.0,4137.63,591.09
pjxyqxbj979,0.0,0.0,1215.26,173.60857142857142
pjxyqxbj980,0.0,0.0,2417.6,345.37142857142857
pjxyqxbj981,2.0,0.0,2536.99,362.4271428571428
pjxyqxbj984,0.0,0.0,3016.34,430.9057142857143
pjxyqxbj985,4.0,0.0,2785.5,397.92857142857144
pjxyqxbj987,0.0,0.0,891.45,148.57500000000002
pjxyqxbj989,0.0,0.0,1387.8,231.29999999999998
pjxyqxbj991,0.0,0.0,1836.96,306.16
pjxyqxbj993,7.0,0.0,6855.1900000000005,979.3128571428572
pjxyqxbj995,0.0,0.0,5915.87,845.1242857142857
pjxyqxbk000,0.0,0.0,1225.28,153.16
pjxyqxbk005,0.0,0.0,4301.82,614.5457142857142
pjxyqxbk007,1.0,0.0,2643.52,377.6457142857143
pjxyqxbk011,10.0,0.0,2112.4700000000003,301.7814285714286
pjxyqxbk013,2.0,0.0,2325.7400000000002,332.24857142857144
pjxyqxbk015,0.0,0.0,2194.6400000000003,313.52000000000004
pjxyqxbk019,2.0,0.0,6970.53,995.79
pjxyqxbk021,2.0,0.0,3436.29,490.8985714285714
pjxyqxbk022,0.0,0.0,1870.92,267.2742857142857
pjxyqxbk023,3.0,0.0,2478.65,354.09285714285716
pjxyqxbk024,38.0,0.0,2727.79,389.6842857142857
pjxyqxbk025,0.0,0.0,1311.94,187.42000000000002
pjxyqxbk027,6.0,0.0,1125.27,160.75285714285715
pjxyqxbk031,4.0,0.0,1587.81,226.82999999999998
pjxyqxbk032,0.0,0.0,2356.38,336.6257142857143
pjxyqxbk035,4.0,0.0,1179.1399999999999,168.4485714285714
pjxyqxbk036,0.0,0.0,2320.29,331.46999999999997
pjxyqxbk039,3.0,0.0,2558.71,365.53000000000003
pjxyqxbk042,1.0,0.0,6914.16,987.7371428571429
pjxyqxbk043,6.0,0.0,2385.13,397.5216666666667
pjxyqxbk046,0.0,0.0,3699.35,528.4785714285714
pjxyqxbk047,15.0,0.0,2408.56,344.08
pjxyqxbk048,27.0,0.0,1038.61,148.37285714285713
pjxyqxbk052,4.0,0.0,3670.24,524.3199999999999
pjxyqxbk053,2.0,0.0,6265.45,895.0642857142857
pjxyqxbk059,0.0,0.0,1863.1799999999998,266.1685714285714
pjxyqxbk063,0.0,0.0,3078.25,439.75
pjxyqxbk064,1.0,0.0,2231.06,318.72285714285715
pjxyqxbk065,0.0,0.0,1755.46,250.78
pjxyqxbk066,0.0,0.0,1248.64,178.37714285714287
pjxyqxbk067,0.0,0.0,970.17,138.59571428571428
pjxyqxbk068,3.0,0.0,1702.76,243.25142857142856
pjxyqxbk070,4.0,0.0,2185.98,312.28285714285715
pjxyqxbk072,3.0,0.0,5190.75,741.5357142857143
pjxyqxbk074,2.0,0.0,4685.59,669.37
pjxyqxbk075,0.0,0.0,1849.67,264.23857142857145
pjxyqxbk076,0.0,0.0,2964.42,423.48857142857145
pjxyqxbk079,0.0,0.0,5743.389999999999,820.4842857142856
pjxyqxbk080,36.0,0.0,3833.3599999999997,547.6228571428571
pjxyqxbk081,3.0,0.0,1526.8899999999999,218.12714285714284
pjxyqxbk086,1.0,0.0,2275.52,325.07428571428574
pjxyqxbk090,6.0,0.0,1796.0900000000001,256.5842857142857
pjxyqxbk094,4.0,0.0,2347.57,335.3671428571429
pjxyqxbk095,6.0,0.0,5533.39,790.4842857142858
pjxyqxbk097,1.0,0.0,9856.48,1408.0685714285714
pjxyqxbk098,0.0,0.0,2233.8199999999997,279.22749999999996
pjxyqxbk101,1.0,0.0,2660.69,380.09857142857146
pjxyqxbk105,71.0,0.0,2244.28,320.6114285714286
pjxyqxbk107,0.0,0.0,2917.69,416.8128571428571
pjxyqxbk115,0.0,0.0,2189.18,312.73999999999995
pjxyqxbk116,11.0,0.0,2453.24,350.4628571428571
pjxyqxbk121,5.0,0.0,2758.45,394.0642857142857
pjxyqxbk125,0.0,0.0,1836.37,262.3385714285714
pjxyqxbk131,11.0,0.0,873.28,124.75428571428571
pjxyqxbk135,0.0,0.0,3393.53,484.79
pjxyqxbk137,2.0,0.0,5225.95,746.5642857142857
pjxyqxbk138,0.0,0.0,1540.17,220.02428571428572
pjxyqxbk140,10.0,6.0,255.58,36.511428571428574
pjxyqxbk144,0.0,0.0,3654.82,522.1171428571429
pjxyqxbk147,6.0,0.0,3260.39,465.77
pjxyqxbk148,21.0,0.0,3555.3500000000004,507.9071428571429
pjxyqxbk149,0.0,0.0,3047.0299999999997,435.28999999999996
pjxyqxbk150,4.0,0.0,3506.8900000000003,500.98428571428576
pjxyqxbk151,1.0,0.0,1672.6399999999999,238.9485714285714
pjxyqxbk154,0.0,0.0,1638.3899999999999,234.05571428571426
pjxyqxbk155,14.0,0.0,1404.65,200.66428571428574
pjxyqxbk158,7.0,1.0,4437.91,554.73875
pjxyqxbk159,7.0,0.0,1081.8799999999999,154.5542857142857
pjxyqxbk160,72.0,6.0,4254.8,607.8285714285714
pjxyqxbk162,10.0,0.0,2323.2,331.88571428571424
pjxyqxbk163,1.0,0.0,2738.71,391.2442857142857
pjxyqxbk165,3.0,0.0,1626.22,232.31714285714287
pjxyqxbk166,3.0,0.0,4704.24,672.0342857142857
pjxyqxbk167,5.0,0.0,1846.8899999999999,263.84142857142854
pjxyqxbk168,0.0,0.0,7291.43,2430.476666666667
pjxyqxbk171,0.0,0.0,1482.45,211.77857142857144
pjxyqxbk180,0.0,0.0,564.09,80.58428571428571
pjxyqxbk182,0.0,0.0,10277.7,1284.7125
pjxyqxbk183,0.0,0.0,1492.22,213.17428571428573
pjxyqxbk185,0.0,0.0,2520.47,360.0671428571428
pjxyqxbk190,0.0,0.0,4290.44,612.92
pjxyqxbk194,0.0,0.0,2172.91,310.4157142857143
pjxyqxbk195,0.0,0.0,3061.57,437.3671428571429
pjxyqxbk198,0.0,0.0,5256.13,750.8757142857143
pjxyqxbk199,48.0,1.0,3370.13,481.44714285714286
pjxyqxbk201,0.0,0.0,2548.0299999999997,364.0042857142857
pjxyqxbk204,11.0,0.0,1145.06,143.1325
pjxyqxbk208,0.0,0.0,2507.04,313.38
pjxyqxbk209,0.0,0.0,1564.56,223.50857142857143
pjxyqxbk210,3.0,0.0,2178.19,311.17
pjxyqxbk211,0.0,0.0,2491.74,355.9628571428571
pjxyqxbk217,0.0,0.0,3495.88,499.4114285714286
pjxyqxbk218,0.0,0.0,848.4399999999999,121.20571428571428
pjxyqxbk220,0.0,0.0,8632.47,1233.2099999999998
pjxyqxbk222,1.0,0.0,3213.1,459.0142857142857
pjxyqxbk224,31.0,0.0,1758.81,251.25857142857143
pjxyqxbk228,0.0,0.0,984.21,140.60142857142858
pjxyqxbk230,1.0,0.0,1763.62,251.94571428571427
pjxyqxbk231,0.0,0.0,3250.1000000000004,464.30000000000007
pjxyqxbk232,0.0,0.0,1211.22,173.03142857142856
pjxyqxbk236,0.0,0.0,1547.37,193.42125
pjxyqxbk239,0.0,0.0,1353.23,169.15375
pjxyqxbk242,3.0,0.0,2098.7,262.3375
pjxyqxbk243,10.0,0.0,6106.49,872.3557142857143
pjxyqxbk246,1.0,0.0,2241.91,320.2728571428571
pjxyqxbk253,6.0,0.0,2302.13,328.8757142857143
pjxyqxbk257,1.0,0.0,2774.73,396.39
pjxyqxbk261,0.0,0.0,6991.96,998.8514285714285
pjxyqxbk262,0.0,0.0,2577.09,368.1557142857143
pjxyqxbk263,12.0,0.0,3866.36,552.3371428571429
pjxyqxbk264,2.0,0.0,1597.72,228.24571428571429
pjxyqxbk268,0.0,0.0,1355.26,193.60857142857142
pjxyqxbk269,3.0,0.0,1000.1700000000001,142.8814285714286
pjxyqxbk272,0.0,0.0,1803.5500000000002,257.65000000000003
pjxyqxbk273,0.0,0.0,4012.74,573.2485714285714
pjxyqxbk276,9.0,0.0,2258.94,322.7057142857143
pjxyqxbk277,0.0,0.0,2362.46,337.4942857142857
pjxyqxbk281,0.0,0.0,2942.13,420.30428571428575
pjxyqxbk286,5.0,0.0,2564.95,366.4214285714285
pjxyqxbk287,0.0,0.0,1712.0500000000002,285.3416666666667
pjxyqxbk290,2.0,0.0,1687.1899999999998,281.1983333333333
pjxyqxbk294,0.0,0.0,0.3,0.3
pjxyqxbk295,0.0,0.0,2279.2799999999997,759.7599999999999
pjxyqxbk297,0.0,0.0,2957.25,422.4642857142857
pjxyqxbk298,2.0,0.0,484.1,69.15714285714286
pjxyqxbk300,0.0,0.0,3104.6899999999996,517.4483333333333
pjxyqxbk302,0.0,0.0,1850.5900000000001,264.37
pjxyqxbk304,0.0,0.0,186.06,26.580000000000002
pjxyqxbk305,1.0,0.0,1733.62,247.66
pjxyqxbk307,0.0,0.0,2276.64,325.2342857142857
pjxyqxbk314,0.0,0.0,2961.81,423.11571428571426
pjxyqxbk316,1.0,0.0,2434.08,347.7257142857143
pjxyqxbk317,0.0,0.0,5138.87,734.1242857142857
pjxyqxbk318,0.0,0.0,1873.52,267.6457142857143
pjxyqxbk319,7.0,0.0,2287.1,326.7285714285714
pjxyqxbk325,0.0,0.0,5756.89,822.4128571428572
pjxyqxbk328,0.0,0.0,2680.6800000000003,382.95428571428573
pjxyqxbk329,5.0,0.0,2235.02,319.2885714285714
pjxyqxbk330,0.0,0.0,3313.76,473.39428571428573
pjxyqxbk331,89.0,0.0,4535.76,647.9657142857143
pjxyqxbk334,0.0,0.0,2817.11,402.44428571428574
pjxyqxbk335,2.0,0.0,3984.2,569.1714285714286
pjxyqxbk336,0.0,0.0,2622.76,374.68
pjxyqxbk338,119.0,0.0,1949.24,278.46285714285716
pjxyqxbk339,1.0,0.0,2782.7599999999998,397.53714285714284
pjxyqxbk341,0.0,0.0,5966.1900000000005,852.3128571428572
pjxyqxbk342,0.0,0.0,4663.77,666.2528571428572
pjxyqxbk343,0.0,0.0,1679.42,239.91714285714286
pjxyqxbk346,0.0,0.0,6247.5,892.5
pjxyqxbk349,0.0,0.0,3510.85,501.55
pjxyqxbk350,19.0,1.0,4253.86,607.6942857142857
pjxyqxbk351,0.0,0.0,1959.63,279.94714285714286
pjxyqxbk354,1.0,0.0,3487.71,498.2442857142857
pjxyqxbk358,0.0,0.0,2549.35,364.1928571428571
pjxyqxbk364,0.0,0.0,2051.4700000000003,293.06714285714287
pjxyqxbk368,170.0,11.0,5026.349999999999,718.05
pjxyqxbk369,1.0,0.0,2488.44,355.49142857142857
pjxyqxbk370,7.0,0.0,1832.6,261.8
pjxyqxbk373,0.0,0.0,2684.67,383.5242857142857
pjxyqxbk375,4.0,0.0,2463.83,351.9757142857143
pjxyqxbk377,0.0,0.0,2514.7,359.24285714285713
pjxyqxbk378,13.0,1.0,5572.29,796.0414285714286
pjxyqxbk382,0.0,0.0,814.23,116.31857142857143
pjxyqxbk388,0.0,0.0,2839.0299999999997,405.57571428571424
pjxyqxbk389,0.0,0.0,1438.23,205.46142857142857
pjxyqxbk391,0.0,0.0,1951.08,325.18
pjxyqxbk398,4.0,0.0,2312.4300000000003,385.40500000000003
pjxyqxbk399,2.0,0.0,6713.78,959.1114285714285
pjxyqxbk401,3.0,0.0,960.38,160.06333333333333
pjxyqxbk402,0.0,0.0,2969.59,424.2271428571429
pjxyqxbk403,7.0,0.0,771.87,154.374
pjxyqxbk411,0.0,0.0,2761.08,394.44
pjxyqxbk414,2.0,0.0,1512.59,216.0842857142857
pjxyqxbk415,0.0,0.0,9083.05,1297.5785714285714
pjxyqxbk419,1.0,0.0,2758.2,394.0285714285714
pjxyqxbk426,0.0,0.0,765.75,109.39285714285714
pjxyqxbk428,0.0,0.0,2233.01,279.12625
pjxyqxbk429,0.0,0.0,2188.41,312.63
pjxyqxbk434,18.0,0.0,2342.7,334.6714285714285
pjxyqxbk437,0.0,0.0,6672.89,834.11125
pjxyqxbk442,0.0,0.0,3934.3599999999997,562.0514285714286
pjxyqxbk444,0.0,0.0,1953.85,279.12142857142857
pjxyqxbk445,2.0,0.0,2981.12,425.8742857142857
pjxyqxbk446,0.0,0.0,3041.56,434.50857142857143
pjxyqxbk448,12.0,0.0,3637.52,606.2533333333333
pjxyqxbk452,42.0,0.0,4638.139999999999,662.5914285714285
pjxyqxbk454,0.0,0.0,3242.84,463.2628571428572
pjxyqxbk457,0.0,0.0,4995.39,713.6271428571429
pjxyqxbk458,0.0,0.0,1512.23,216.03285714285715
pjxyqxbk460,0.0,0.0,2565.73,366.53285714285715
pjxyqxbk464,1.0,0.0,1489.26,212.75142857142856
pjxyqxbk468,1.0,0.0,3796.7,542.3857142857142
pjxyqxbk469,1.0,0.0,3105.07,443.5814285714286
pjxyqxbk470,0.0,0.0,1506.25,215.17857142857142
pjxyqxbk472,11.0,0.0,1836.54,262.36285714285714
pjxyqxbk474,4.0,0.0,2999.79,428.5414285714286
pjxyqxbk477,0.0,0.0,1560.81,222.97285714285712
pjxyqxbk479,1.0,0.0,5374.55,767.7928571428572
pjxyqxbk481,1.0,0.0,2196.14,313.7342857142857
pjxyqxbk484,2.0,0.0,2709.48,338.685
pjxyqxbk486,0.0,0.0,3100.94,442.99142857142857
pjxyqxbk489,1.0,0.0,6862.13,980.3042857142857
pjxyqxbk491,0.0,0.0,5810.09,830.0128571428571
pjxyqxbk495,1.0,0.0,3323.76,474.8228571428572
pjxyqxbk497,0.0,0.0,3665.54,523.6485714285715
pjxyqxbk500,14.0,0.0,3289.61,469.94428571428574
pjxyqxbk501,1.0,0.0,1928.04,275.4342857142857
pjxyqxbk503,10.0,0.0,2620.42,374.3457142857143
pjxyqxbk505,76.0,0.0,4557.92,651.1314285714286
pjxyqxbk506,9.0,0.0,2789.42,398.48857142857145
pjxyqxbk513,105.0,0.0,2200.51,314.35857142857145
pjxyqxbk516,0.0,0.0,2150.67,307.23857142857145
pjxyqxbk519,1.0,0.0,1221.56,174.50857142857143
pjxyqxbk520,29.0,0.0,2990.76,427.2514285714286
pjxyqxbk521,6.0,0.0,2541.75,363.10714285714283
pjxyqxbk522,0.0,0.0,2517.46,359.63714285714286
pjxyqxbk524,8.0,3.0,1639.6,234.22857142857143
pjxyqxbk525,0.0,0.0,2380.4700000000003,340.06714285714287
pjxyqxbk527,4.0,0.0,2047.23,292.4614285714286
pjxyqxbk528,85.0,0.0,2779.29,397.0414285714286
pjxyqxbk530,0.0,0.0,2781.25,397.32142857142856
pjxyqxbk531,5.0,0.0,4016.99,502.12375
pjxyqxbk533,1.0,0.0,4347.38,621.0542857142857
pjxyqxbk534,0.0,0.0,1658.35,236.90714285714284
pjxyqxbk535,0.0,0.0,4727.66,675.38
pjxyqxbk537,0.0,0.0,5957.620000000001,851.0885714285715
pjxyqxbk539,0.0,0.0,1308.26,218.04333333333332
pjxyqxbk543,17.0,0.0,3328.46,475.4942857142857
pjxyqxbk546,412.0,19.0,2864.81,409.25857142857143
pjxyqxbk547,0.0,0.0,1317.1,188.15714285714284
pjxyqxbk549,0.0,0.0,2656.25,379.4642857142857
pjxyqxbk551,0.0,0.0,1573.1,224.72857142857143
pjxyqxbk552,0.0,0.0,3087.44,441.0628571428571
pjxyqxbk553,0.0,0.0,2118.3900000000003,302.6271428571429
pjxyqxbk555,133.0,0.0,3707.58,529.6542857142857
pjxyqxbk556,8.0,5.0,720.71,120.11833333333334
pjxyqxbk562,0.0,0.0,1689.86,241.4085714285714
pjxyqxbk565,27.0,4.0,9504.91,1357.8442857142857
pjxyqxbk566,0.0,0.0,2560.62,365.80285714285714
pjxyqxbk567,1.0,0.0,3632.49,605.415
pjxyqxbk571,14.0,0.0,5911.23,844.4614285714285
pjxyqxbk572,0.0,0.0,5338.42,762.6314285714286
pjxyqxbk573,0.0,0.0,3804.84,543.5485714285714
pjxyqxbk578,15.0,3.0,3270.94,467.27714285714285
pjxyqxbk579,0.0,0.0,3857.8,551.1142857142858
pjxyqxbk581,0.0,0.0,1300.07,185.7242857142857
pjxyqxbk582,0.0,0.0,4480.54,640.0771428571428
pjxyqxbk583,4.0,0.0,2029.74,289.96285714285716
pjxyqxbk590,0.0,0.0,2753.31,393.33
pjxyqxbk592,3.0,0.0,4012.49,573.2128571428572
pjxyqxbk594,1.0,0.0,1734.69,247.81285714285715
pjxyqxbk595,19.0,0.0,3084.1400000000003,440.5914285714286
pjxyqxbk596,0.0,0.0,2159.58,308.51142857142855
pjxyqxbk597,5.0,0.0,604.04,86.29142857142857
pjxyqxbk598,1.0,0.0,1700.21,242.88714285714286
pjxyqxbk601,1.0,0.0,5656.57,808.0814285714285
pjxyqxbk603,1.0,0.0,2413.07,344.7242857142857
pjxyqxbk604,0.0,0.0,3369.37,481.3385714285714
pjxyqxbk606,9.0,0.0,975.82,139.40285714285716
pjxyqxbk609,0.0,0.0,6792.21,970.3157142857143
pjxyqxbk610,0.0,0.0,2928.84,418.4057142857143
pjxyqxbk611,1.0,0.0,5697.37,813.91
pjxyqxbk613,0.0,0.0,4449.15,635.592857142857
pjxyqxbk614,2.0,0.0,5272.23,659.02875
pjxyqxbk615,0.0,0.0,1642.92,234.70285714285714
pjxyqxbk621,0.0,0.0,2624.06,374.86571428571426
pjxyqxbk625,1.0,0.0,4931.94,704.5628571428571
pjxyqxbk626,0.0,0.0,6296.04,899.4342857142857
pjxyqxbk627,0.0,0.0,2122.97,303.28142857142853
pjxyqxbk629,13.0,0.0,2046.75,292.39285714285717
pjxyqxbk630,6.0,0.0,1969.4,281.34285714285716
pjxyqxbk631,0.0,0.0,1586.21,226.60142857142858
pjxyqxbk632,1.0,0.0,1995.3400000000001,285.04857142857145
pjxyqxbk633,0.0,0.0,2251.27,321.61
pjxyqxbk634,1.0,0.0,1965.21,280.7442857142857
pjxyqxbk637,4.0,0.0,1228.27,175.46714285714285
pjxyqxbk640,0.0,0.0,3265.99,466.57
pjxyqxbk642,0.0,0.0,1747.74,249.67714285714285
pjxyqxbk643,0.0,0.0,3596.26,513.7514285714286
pjxyqxbk644,6.0,2.0,1428.69,204.09857142857143
pjxyqxbk647,0.0,0.0,4237.7,605.3857142857142
pjxyqxbk649,112.0,0.0,6181.73,883.1042857142857
pjxyqxbk655,8.0,0.0,3195.06,399.3825
pjxyqxbk656,34.0,0.0,2264.77,323.5385714285714
pjxyqxbk657,3.0,0.0,2079.1800000000003,297.02571428571434
pjxyqxbk661,0.0,0.0,2596.23,370.89
pjxyqxbk662,0.0,0.0,6669.13,952.7328571428571
pjxyqxbk663,0.0,0.0,365.64,52.23428571428571
pjxyqxbk665,21.0,0.0,3516.01,502.2871428571429
pjxyqxbk667,0.0,0.0,2401.37,343.05285714285714
pjxyqxbk669,2.0,0.0,2988.94,426.99142857142857
pjxyqxbk674,0.0,0.0,9553.529999999999,1364.7899999999997
pjxyqxbk676,0.0,0.0,189.32999999999998,27.047142857142855
pjxyqxbk677,1.0,0.0,1602.54,228.93428571428572
pjxyqxbk679,1.0,0.0,2594.95,370.70714285714286
pjxyqxbk680,103.0,0.0,2970.01,424.2871428571429
pjxyqxbk681,12.0,3.0,967.29,138.18428571428572
pjxyqxbk682,10.0,0.0,1090.31,155.75857142857143
pjxyqxbk683,497.0,2.0,1231.32,175.90285714285713
pjxyqxbk684,5.0,0.0,2320.2200000000003,331.46000000000004
pjxyqxbk685,0.0,0.0,1330.5700000000002,190.0814285714286
pjxyqxbk686,0.0,0.0,842.3000000000001,120.32857142857144
pjxyqxbk695,51.0,0.0,3111.29,444.46999999999997
pjxyqxbk697,0.0,0.0,922.78,131.82571428571427
pjxyqxbk700,0.0,0.0,3334.98,476.42571428571426
pjxyqxbk703,8.0,0.0,9206.029999999999,1315.1471428571426
pjxyqxbk705,0.0,0.0,2402.23,343.17571428571426
pjxyqxbk706,6.0,0.0,1787.82,255.40285714285713
pjxyqxbk710,3.0,0.0,2715.3199999999997,387.9028571428571
pjxyqxbk713,0.0,0.0,2936.32,419.4742857142857
pjxyqxbk715,0.0,0.0,3403.66,486.2371428571428
pjxyqxbk717,2.0,0.0,3074.24,439.1771428571428
pjxyqxbk718,0.0,0.0,1031.36,147.33714285714285
pjxyqxbk720,13.0,0.0,4640.900000000001,580.1125000000001
pjxyqxbk722,0.0,0.0,2070.6,295.8
pjxyqxbk723,0.0,0.0,5049.72,721.3885714285715
pjxyqxbk728,0.0,0.0,3094.36,386.795
pjxyqxbk731,1.0,0.0,3566.21,509.4585714285714
pjxyqxbk732,0.0,0.0,967.54,138.22
pjxyqxbk733,105.0,0.0,3846.85,549.55
pjxyqxbk737,0.0,0.0,2016.13,288.0185714285714
pjxyqxbk742,8.0,1.0,1495.69,213.67000000000002
pjxyqxbk743,0.0,0.0,2827.6099999999997,403.9442857142857
pjxyqxbk745,0.0,0.0,6393.24,913.3199999999999
pjxyqxbk746,6.0,0.0,5213.41,744.7728571428571
pjxyqxbk748,2.0,0.0,3333.77,476.2528571428571
pjxyqxbk751,0.0,0.0,2514.36,359.19428571428574
pjxyqxbk753,2.0,0.0,2009.3600000000001,287.0514285714286
pjxyqxbk755,11.0,0.0,2373.09,339.0128571428572
pjxyqxbk757,3.0,0.0,4969.88,709.9828571428571
pjxyqxbk759,0.0,0.0,6791.96,970.28
pjxyqxbk760,0.0,0.0,3774.24,539.1771428571428
pjxyqxbk764,0.0,0.0,2298.19,328.3128571428571
pjxyqxbk765,2.0,0.0,1693.76,241.96571428571428
pjxyqxbk767,0.0,0.0,1412.67,282.534
pjxyqxbk772,2.0,0.0,2035.48,407.096
pjxyqxbk775,0.0,0.0,2323.55,331.9357142857143
pjxyqxbk777,0.0,0.0,1428.53,285.706
pjxyqxbk778,0.0,0.0,5900.1,842.8714285714286
pjxyqxbk779,0.0,0.0,2081.24,297.32
pjxyqxbk780,1.0,0.0,1078.92,179.82000000000002
pjxyqxbk782,7.0,0.0,1751.43,350.286
pjxyqxbk783,1.0,0.0,2910.58,415.79714285714283
pjxyqxbk787,0.0,0.0,3413.76,487.68
pjxyqxbk788,0.0,0.0,1740.24,248.6057142857143
pjxyqxbk789,5.0,0.0,2084.91,297.8442857142857
pjxyqxbk791,28.0,0.0,1760.1200000000001,251.4457142857143
pjxyqxbk792,0.0,0.0,1462.0,208.85714285714286
pjxyqxbk794,7.0,0.0,6018.05,859.7214285714286
pjxyqxbk795,10.0,0.0,1746.71,249.53
pjxyqxbk797,0.0,0.0,7135.110000000001,1019.3014285714287
pjxyqxbk798,0.0,0.0,3933.3199999999997,561.9028571428571
pjxyqxbk799,6.0,0.0,4937.61,705.3728571428571
pjxyqxbk801,0.0,0.0,2334.89,333.55571428571426
pjxyqxbk803,0.0,0.0,4016.0,573.7142857142857
pjxyqxbk804,0.0,0.0,5770.26,824.3228571428572
pjxyqxbk807,2.0,0.0,1620.21,270.035
pjxyqxbk810,0.0,0.0,1256.15,179.45000000000002
pjxyqxbk811,0.0,0.0,684.9000000000001,97.84285714285716
pjxyqxbk812,0.0,0.0,366.3,52.32857142857143
pjxyqxbk813,0.0,0.0,2796.2,399.45714285714286
pjxyqxbk816,0.0,0.0,1763.51,220.43875
pjxyqxbk820,2.0,0.0,2522.77,360.3957142857143
pjxyqxbk822,7.0,0.0,2091.65,261.45625
pjxyqxbk823,0.0,0.0,5901.19,843.0271428571428
pjxyqxbk825,0.0,0.0,1536.31,219.47285714285712
pjxyqxbk826,0.0,0.0,3144.7400000000002,449.24857142857144
pjxyqxbk827,105.0,0.0,1470.03,245.005
pjxyqxbk828,0.0,0.0,1525.96,217.99428571428572
pjxyqxbk835,0.0,0.0,6305.23,900.7471428571428
pjxyqxbk836,0.0,0.0,2929.3900000000003,418.48428571428576
pjxyqxbk839,0.0,0.0,6626.24,946.6057142857143
pjxyqxbk840,0.0,0.0,2066.91,295.2728571428571
pjxyqxbk841,0.0,0.0,2692.87,384.69571428571425
pjxyqxbk843,0.0,0.0,4940.639999999999,705.8057142857142
pjxyqxbk844,0.0,0.0,2532.2599999999998,361.75142857142856
pjxyqxbk846,1.0,0.0,3789.34,541.3342857142858
pjxyqxbk847,0.0,0.0,5547.46,792.4942857142858
pjxyqxbk848,1.0,0.0,769.5699999999999,109.93857142857142
pjxyqxbk852,0.0,0.0,3888.35,555.4785714285714
pjxyqxbk853,11.0,0.0,3365.94,480.84857142857146
pjxyqxbk854,0.0,0.0,2405.54,343.6485714285714
pjxyqxbk855,0.0,0.0,3909.6,558.5142857142857
pjxyqxbk861,0.0,0.0,9232.24,1318.8914285714286
pjxyqxbk863,3.0,0.0,3300.29,471.46999999999997
pjxyqxbk865,1.0,0.0,2632.59,376.0842857142857
pjxyqxbk867,12.0,2.0,2921.06,417.2942857142857
pjxyqxbk868,0.0,0.0,2435.73,347.9614285714286
pjxyqxbk869,2.0,0.0,1933.13,276.1614285714286
pjxyqxbk872,0.0,0.0,538.89,89.815
pjxyqxbk873,1.0,0.0,2635.65,376.5214285714286
pjxyqxbk878,0.0,0.0,4172.37,521.54625
pjxyqxbk880,83.0,3.0,3358.84,479.8342857142857
pjxyqxbk882,0.0,0.0,2880.7,411.5285714285714
pjxyqxbk885,3.0,0.0,123.89000000000001,41.296666666666674
pjxyqxbk889,0.0,0.0,3379.5699999999997,482.79571428571427
pjxyqxbk894,0.0,0.0,84.21000000000001,42.105000000000004
