XH(学号),YDRQ(异动日期),YDLBDM(异动类别代码),YDLBDM(异动类别代码)_含义,YDYYDM(异动原因代码),YDYYDM(异动原因代码)_含义,SPRQ(审批日期),YYXDM(原院系代码),YZYDM(原专业代码),YZYFXDM(原专业方向代码),YNJ(原年级),XYXDM(现院系代码),XZYDM(现专业代码),XZYFXDM(现专业方向代码),XNJ(现年级),SFZX(是否在校),SFZX(是否在校)_含义,YDSM(异动说明),YXZ(原学制),YXZ(原学制)_含义,XBH(现班号),BY1(生效日期),BY2(备用),SFSCXKJG(是否删除选课结果),SFTBPYFA(是否同步培养方案),SFTBPYFA(是否同步培养方案)_含义
pjxyqwbj385,,4,转专业,5,保留学籍,2020-09-18 21:26:41,2320,202002,,2020,2320.0,9192,91928,2020.0,,,2020202110006zy班选拔2020级,,,2003018,2020-09-18,,,0,0
pjxsqxbj906,,4,转专业,6,专业分流,2022-06-27 20:08:46,1106,0691,,2020,1106.0,0607,,2020.0,,,,4.0,转专业,2006071,2022-06-27,,0.0,1,休学
pjxyqxbl708,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj980,,4,转专业,5,保留学籍,2020-09-18 21:46:00,2320,202004,,2020,2320.0,9194,91948,2020.0,,,2020202110006zy班选拔2020级,,,2003058,2020-09-18,,,0,0
pjxuqwbj935,,11,留级,13,延长学制,2022-10-17 15:30:25,1104,0401,04011,2020,1104.0,0401,04011,2021.0,,,,4.0,转专业,2104011,2022-10-17,,0.0,1,休学
pjxrqxbj903,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:49:21,2321,92902,92908,2020,1114.0,1402,14028,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014028,2021-07-16,,0.0,1,休学
pjxuqwbj564,,4,转专业,5,保留学籍,2020-09-19 00:02:59,2320,202003,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
pjxyqxbj584,,16,班级异动,20,班级异动,2022-04-03 12:14:47,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxrqxbj898,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:18:07,2320,9192,91929,2020,1103.0,0301,03091,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003019,2021-07-16,,0.0,1,休学
pjxyqxbk551,,16,班级异动,20,班级异动,2022-04-03 12:27:33,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxyqwbj380,,16,班级异动,20,班级异动,2023-08-23 14:49:47,1103,0305,03051,2021,1103.0,0305,03055,2021.0,,,21级分方向,4.0,转专业,2103053网,2023-08-23,,0.0,1,休学
pjxyqwbj174,,4,转专业,6,专业分流,2022-08-20 10:52:20,1103,0305,03051,2020,1103.0,0305,03055,2020.0,,,分流,4.0,转专业,2003052网,2022-08-20,,0.0,1,休学
pjxyqxbk486,,13,延长学制,14,死亡,2024-05-16 16:31:35,1101,0101,01011,2020,,,,2021.0,,,,4.0,转专业,2101012,2024-05-16,,0.0,0,0
pjxyqxbk140,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj695,,4,转专业,6,专业分流,2022-08-12 10:45:12,1103,0305,,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051W,2022-08-12,,0.0,1,休学
pjxyqxbk841,,16,班级异动,20,班级异动,2022-07-11 08:02:12,1102,0201,02018,2020,1102.0,0201,02011,2020.0,,,zy2020-1-1,4.0,转专业,2002011,2022-07-11,,0.0,1,休学
pjxyqwbk510,,13,延长学制,14,死亡,2024-05-23 18:48:31,1120,2001,,2020,1120.0,2001,,2021.0,,,本字[2023]xx号,4.0,转专业,2120012,2024-05-23,,0.0,0,0
pjxrqxbj928,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxyqwbj584,,4,转专业,6,专业分流,2022-08-12 10:45:13,1103,0305,,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051W,2022-08-12,,0.0,1,休学
pjxrqxbj898,,16,班级异动,20,班级异动,2023-07-15 15:53:27,1103,0301,03091,2020,1103.0,0301,030913,2020.0,,,分方向,4.0,转专业,2003019,2023-07-15,,0.0,1,休学
pjxuqwbj581,,16,班级异动,20,班级异动,2022-08-16 18:21:35,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxyqwbj579,,4,转专业,6,专业分流,2022-08-20 09:38:04,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003052W,2022-08-20,,0.0,1,休学
pjxyqwbj166,,16,班级异动,20,班级异动,2022-07-11 22:32:03,1103,0301,03018,2020,1103.0,0301,03011,2020.0,,,分流,4.0,转专业,2003012,2022-07-11,,1.0,1,休学
pjxyqxbk676,,16,班级异动,20,班级异动,2022-04-03 12:22:21,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxyqwbj584,,4,转专业,6,专业分流,2022-08-20 10:04:16,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxsqxbj939,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:17:43,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006915,2021-07-16,,0.0,1,休学
pjxyqxbj869,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:56:01,2321,9292,92929,2020,1102.0,0201,02019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002019,2021-07-16,,0.0,1,休学
pjxyqwbj224,,4,转专业,6,专业分流,2022-08-16 16:35:52,1103,0301,03011,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003013嵌,2022-08-16,,0.0,1,休学
pjxyqwbj001,,4,转专业,6,专业分流,2022-08-16 15:12:34,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-16,,0.0,1,休学
pjxyqxbj583,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbj889,,16,班级异动,20,班级异动,2022-04-03 12:14:46,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxyqxbk131,,16,班级异动,20,班级异动,2022-04-03 12:30:56,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxqzxbj975,,18,学院异动,31,学籍从书院转入学院,2021-07-16 09:24:21,2320,9191,,2020,1108.0,0801,08011,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2008011,2021-07-16,,0.0,1,休学
pjxyqwbk966,,4,转专业,6,专业分流,2022-08-20 16:02:02,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003011网,2022-08-20,,0.0,1,休学
pjxyqwbk652,,4,转专业,6,专业分流,2022-08-20 10:52:20,1103,0305,,2020,1103.0,0305,03055,2020.0,,,分流,4.0,转专业,2003052网,2022-08-20,,0.0,1,休学
pjxyqwbj850,,16,班级异动,20,班级异动,2023-07-15 15:50:49,1103,0301,03091,2020,1103.0,0301,030912,2020.0,,,分方向,4.0,转专业,2003019,2023-07-15,,0.0,1,休学
pjxyqwbj939,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:36:10,2320,9197,91979,2020,1120.0,2003,20039,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2020039,2021-07-16,,0.0,1,休学
pjxyqwbk756,,4,转专业,6,专业分流,2022-08-16 16:38:57,1103,0301,03011,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003014嵌,2022-08-16,,0.0,1,休学
pjxyqxbl884,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:33:47,1105,0503,,2020,529.0,2902,,2020.0,,,1111,4.0,转专业,2005031,2022-07-12,,0.0,1,休学
pjxyqwbj890,,16,班级异动,20,班级异动,2022-04-28 14:51:29,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020032,2022-04-28,,0.0,1,休学
pjxyqxbj907,,16,班级异动,20,班级异动,2023-07-15 15:53:27,1103,0301,03091,2020,1103.0,0301,030913,2020.0,,,分方向,4.0,转专业,2003019,2023-07-15,,0.0,1,休学
pjxpqxbj992,,4,转专业,5,保留学籍,2020-09-18 21:08:17,2321,202006,,2020,2321.0,92902,92908,2020.0,,,2020202110006zy班选拔2020级,,,2014028,2020-09-18,,,0,0
pjxyqwbk864,,4,转专业,6,专业分流,2022-08-12 15:54:31,1103,0305,03051,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-12,,0.0,1,休学
pjxyqxbj355,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:48:15,2321,9293,92938,2020,1105.0,0501,05018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005018,2021-07-16,,0.0,1,休学
pjxyqxbj717,,16,班级异动,20,班级异动,2022-04-03 12:14:46,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxpqxbj945,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxyqxbj524,,16,班级异动,20,班级异动,2022-04-03 12:14:47,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxyqwbj594,,4,转专业,5,保留学籍,2021-07-12 09:24:43,2320,202002,,2020,1118.0,1803,18039,2020.0,,,网络空间安全实验班选拔后学籍异动,,,2018039,2021-07-12,,,0,0
pjxsqxbj823,,4,转专业,6,专业分流,2022-06-27 20:13:00,1106,0691,,2020,1106.0,0611,,2020.0,,,,4.0,转专业,2006111,2022-06-27,,0.0,1,休学
pjxpqxbj967,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxsqxbj789,,15,出国交流,18,学院异动,2024-03-04 11:19:36,1106,0605,,2020,1106.0,0615,,2020.0,0.0,0.0,学生申请，国合部已公示。,4.0,转专业,请选择...,2024-03-04,,1.0,0,0
pjxyqxbj034,,16,班级异动,20,班级异动,2022-04-03 12:22:20,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxyqwbj086,,15,出国交流,18,学院异动,2023-10-17 10:39:10,1103,0301,03012,2020,1103.0,0301,03012,2020.0,0.0,0.0,出国交流,4.0,转专业,2003014软,2023-10-17,,1.0,1,休学
pjxvzxbj997,,4,转专业,6,专业分流,2022-08-20 14:53:25,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003014数,2022-08-20,,0.0,1,休学
pjxyqxbk555,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:42:51,2321,9291,92918,2020,1101.0,0101,01018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001018,2021-07-16,,0.0,1,休学
pjxxzxkj997,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:52:51,2321,9291,92919,2020,1101.0,0101,01019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001019,2021-07-16,,0.0,1,休学
pjxyqwbj219,,4,转专业,5,保留学籍,2020-09-18 18:16:17,2320,202002,,2020,2320.0,9197,91979,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2020039,2020-09-18,,,0,0
pjwrqxbj884,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:40:20,2321,9295,,2020,1105.0,0504,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005049,2021-07-16,,0.0,1,休学
pjxyqxbj352,,16,班级异动,20,班级异动,2022-04-03 12:18:53,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-12,4.0,转专业,2002012,2022-04-03,,0.0,0,0
pjxyqwbj785,,13,延长学制,14,死亡,2024-05-23 18:40:30,1120,2003,2003,2020,1120.0,2003,2003,2021.0,,,本字[2023]xx号,4.0,转专业,2120032,2024-05-23,,0.0,0,0
pjxyqxbl684,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:53:40,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj944,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:49:21,2321,92902,92908,2020,1114.0,1402,14028,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014028,2021-07-16,,0.0,1,休学
pjxyqwbk925,,4,转专业,6,专业分流,2022-08-20 11:55:44,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-20,,0.0,1,休学
pjwtqxbj935,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:48:16,2321,9293,92938,2020,1105.0,0501,05018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005018,2021-07-16,,0.0,1,休学
pjxyqxbl717,,16,班级异动,20,班级异动,2022-04-03 12:30:57,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqxbk452,,4,转专业,5,保留学籍,2020-09-18 21:08:21,2321,202001,,2020,2321.0,9291,92918,2020.0,,,2020202110006zy班选拔2020级,,,2001018,2020-09-18,,,0,0
pjxyqwbj368,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:18:07,2320,9192,91929,2020,1103.0,0301,03091,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003019,2021-07-16,,0.0,1,休学
pjwrqxbj884,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:24:51,1105,0504,,2020,528.0,2803,,2020.0,,,1111,4.0,转专业,2005049,2022-07-12,,0.0,1,休学
pjxyqwbj396,,4,转专业,6,专业分流,2022-08-16 14:51:39,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-16,,0.0,1,休学
pjxyqwbk791,,16,班级异动,20,班级异动,2022-04-28 14:51:30,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020032,2022-04-28,,0.0,1,休学
pjxsqxbj871,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:53:59,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006914,2021-07-16,,0.0,1,休学
pjxyqwbj971,,4,转专业,6,专业分流,2022-08-16 15:21:02,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003011网,2022-08-16,,0.0,1,休学
pjxyqwbj944,,16,班级异动,20,班级异动,2023-07-15 15:48:28,1103,0301,03091,2020,1103.0,0301,030911,2020.0,,,分方向,4.0,转专业,2003019,2023-07-15,,0.0,1,休学
pjxyqxbl955,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:05,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj934,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxsqxbj825,,4,转专业,5,保留学籍,2020-09-18 21:25:35,2320,202004,,2020,2320.0,9192,91928,2020.0,,,2020202110006zy班选拔2020级,,,2003018,2020-09-18,,,0,0
pjxyqwbj300,,4,转专业,6,专业分流,2022-08-12 17:57:53,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-12,,0.0,1,休学
pjxsqxbj873,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:53:59,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006914,2021-07-16,,0.0,1,休学
pjxyqwbj402,,4,转专业,6,专业分流,2022-08-20 11:55:44,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-20,,0.0,1,休学
pjxyqxbj630,,4,转专业,5,保留学籍,2020-09-19 00:02:56,2321,202001,,2020,2321.0,9293,92939,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2005019,2020-09-19,,,0,0
pjxyqwbj108,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxsqxbj789,,18,学院异动,31,学籍从书院转入学院,2021-07-16 12:02:56,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006915,2021-07-16,,0.0,1,休学
pjxyqwbj478,,4,转专业,5,保留学籍,2020-09-18 21:54:51,2320,202002,,2020,2320.0,9192,91929,2020.0,,,2020202110005拔尖班选拔2020级,,,2003019,2020-09-18,,,0,0
pjxyqwbj821,,4,转专业,6,专业分流,2022-08-12 15:26:35,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-12,,0.0,1,休学
pjxuqwbj784,,4,转专业,5,保留学籍,2020-09-18 21:46:02,2320,202003,,2020,2320.0,9194,91948,2020.0,,,2020202110006zy班选拔2020级,,,2003058,2020-09-18,,,0,0
pjxyqwbj116,,13,延长学制,14,死亡,2024-05-23 18:50:53,1120,2001,,2020,1120.0,2001,,2021.0,,,本字[2023]xx号,4.0,转专业,2120011,2024-05-23,,0.0,0,0
pjxyqwbj497,,16,班级异动,20,班级异动,2022-04-28 14:51:29,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020032,2022-04-28,,0.0,1,休学
pjxyqxbj432,,16,班级异动,20,班级异动,2022-04-03 12:18:53,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-12,4.0,转专业,2002012,2022-04-03,,0.0,0,0
pjxwzxbj988,,16,班级异动,20,班级异动,2022-04-03 12:27:34,1102,0201,02011,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxyqxbj507,,4,转专业,5,保留学籍,2020-09-18 21:07:37,2321,202001,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxyqwbj038,,4,转专业,6,专业分流,2022-08-20 13:04:27,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003011数,2022-08-20,,0.0,1,休学
pjxqqxbj947,,4,转专业,6,专业分流,2021-03-29 14:58:21,2320,202005,,2020,1108.0,0803,,2020.0,,,,4.0,转专业,2008031,2021-03-26,,0.0,1,休学
pjxyqwbk622,,2,复学,26,因病复学-学生申请,2024-09-04 10:01:04,1103,0305,03056,2020,1103.0,20220202-1,03056,2021.0,1.0,休学,,4.0,转专业,2103052云,2024-09-04,,0.0,0,0
pjxyqwbj409,,4,转专业,6,专业分流,2022-08-20 15:02:58,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003011软,2022-08-20,,0.0,1,休学
pjxyqwbj205,,4,转专业,5,保留学籍,2021-07-12 09:24:38,2320,202002,,2020,1118.0,1803,18039,2020.0,,,网络空间安全实验班选拔后学籍异动,,,2018039,2021-07-12,,,0,0
pjxyqwbj574,,4,转专业,6,专业分流,2022-08-16 14:44:49,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003012软,2022-08-16,,0.0,1,休学
pjxyqxbl878,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:53:39,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj054,,4,转专业,6,专业分流,2022-08-20 15:34:21,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-20,,0.0,1,休学
pjxyqxbk155,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:02:22,2321,9290,92909,2020,1114.0,1401,14019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014019,2021-07-16,,0.0,1,休学
pjxwxxbj945,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:03:08,2321,9292,92920,2020,1102.0,0201,02016,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002911,2021-07-16,,0.0,1,休学
pjxsqxbj808,,4,转专业,6,专业分流,2022-06-27 20:03:51,1106,0691,,2020,1106.0,0606,,2020.0,,,,4.0,转专业,2006061,2022-06-27,,0.0,1,休学
pjxpqxbj987,,18,学院异动,31,学籍从书院转入学院,2022-07-02 19:14:56,1109,0991,,2020,1109.0,0901,,2020.0,,,,4.0,转专业,2009011,2022-07-02,,0.0,1,休学
pjxpqxbj986,,18,学院异动,31,学籍从书院转入学院,2022-07-02 19:11:39,1109,0991,,2020,1109.0,0903,,2020.0,,,,4.0,转专业,2009031,2022-07-02,,0.0,1,休学
pjxyqxbk552,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:53,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj487,,4,转专业,6,专业分流,2022-08-20 17:14:47,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003012嵌,2022-08-20,,0.0,1,休学
pjxyqxbk546,,4,转专业,5,保留学籍,2020-09-18 20:56:01,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxsqxbj934,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxwxxbj928,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:03:08,2321,9292,92920,2020,1102.0,0201,02016,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002911,2021-07-16,,0.0,1,休学
pjxyqxbk364,,4,转专业,5,保留学籍,2020-09-18 21:08:27,2321,202001,,2020,2321.0,9291,92918,2020.0,,,2020202110006zy班选拔2020级,,,2001018,2020-09-18,,,0,0
pjxyqwbk603,,4,转专业,6,专业分流,2022-08-20 15:34:21,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003013软,2022-08-20,,0.0,1,休学
pjxpqxbj976,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:36:58,2321,9296,,2020,1109.0,0902,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2009021,2021-07-16,,0.0,1,休学
