KS_XH(学号),KS_YYJB(语言级别),KS_CJ(成绩)
pjxxxxbj988,2,476.0
pjwtqxbj979,2,491.0
pjwtqxbj988,2,374.0
pjxsqxbj906,2,508.0
pjxuqwbj826,2,426.0
pjxyqxbj512,2,422.0
pjxrqxbj961,2,577.0
pjwrqxbj978,2,479.0
pjxyqwbk772,2,434.0
pjxyqxbj511,2,392.0
pjxyqxbk319,2,466.0
pjxyqxbk317,2,610.0
pjwrqxbj884,2,484.0
pjxyqxbk358,2,551.0
pjxyqxbk733,2,0.0
pjwrqxbj924,2,444.0
pjxyqxbk382,2,417.0
pjxsqxbj970,2,455.0
pjwtqxbj929,2,386.0
pjwrqxbj925,2,440.0
pjxuqwbj927,2,390.0
pjxyqwbj061,2,573.0
pjwtqxbj930,2,379.0
pjwtqxbj933,2,459.0
pjxyqxbk391,2,518.0
pjwrqxbj929,2,508.0
pjxsqxbj968,2,439.0
pjwrqxbj918,2,397.0
pjxyqxbj095,2,564.0
pjwtqxbj931,2,499.0
pjxsqxbj971,2,358.0
pjxuqwbj952,2,366.0
pjwrqxbj926,2,417.0
pjxyqxbj537,2,359.0
pjxsqxbj900,2,355.0
pjxsqxbj965,2,454.0
pjxsqxbj922,2,476.0
pjwrqxbj965,2,452.0
pjxyqxbj102,2,366.0
pjxyqxbk375,2,461.0
pjwrqxbj923,2,420.0
pjxyqxbk378,2,522.0
pjxyqxbk403,2,501.0
pjwtqxbj925,2,495.0
pjxuqwbj461,2,357.0
pjxyqxbk402,2,493.0
pjxsqxbj934,2,419.0
pjxyqxbk334,2,476.0
pjxsqxbj815,2,476.0
pjxuqwbj536,2,447.0
pjxyqxbk328,2,435.0
pjxyqwbj031,2,514.0
pjxyqxbk338,2,321.0
pjxyqxbk370,2,449.0
pjxuqwbj540,2,450.0
pjxyqxbk349,2,438.0
pjxyqxbk316,2,339.0
pjxyqwbj046,2,484.0
pjxyqwbj318,2,427.0
pjxyqxbj835,2,593.0
pjxyqwbj837,2,390.0
pjxuqwbj958,2,393.0
pjxyqxbk836,2,355.0
pjxyqwbj302,2,384.0
pjxyqxbk572,2,366.0
pjxyqxbk795,2,354.0
pjxyqxbj940,2,382.0
pjxyqxbk680,2,529.0
pjxyqwbj316,2,426.0
pjxyqwbj312,2,464.0
pjxuqwbj956,2,493.0
pjxuqwbj818,2,545.0
pjxyqwbj734,2,479.0
pjxyqwbj988,2,454.0
pjxyqwbj732,2,490.0
pjxuqwbj918,2,443.0
pjxyqxbj492,2,377.0
pjxyqwbk967,2,363.0
pjxyqxbj505,2,371.0
pjxtzxfj994,2,0.0
pjwrqxbj977,2,341.0
pjxpqxbj981,2,398.0
pjxwxxbj992,2,544.0
pjwrqxbj920,2,403.0
pjxyqxbk401,2,0.0
pjxsqxbj936,2,512.0
pjxyqxbk767,2,459.0
pjxyqxbl727,2,465.0
pjxyqxbj929,2,404.0
pjxyqwbj053,2,386.0
pjxyqxbj818,2,445.0
pjxyqxbj817,2,420.0
pjxyqxbj554,2,404.0
pjxyqxbj225,2,393.0
pjxuqwbj840,2,456.0
pjxuqwbj748,2,519.0
pjxsqxbj932,2,482.0
pjxyqxbj815,2,410.0
pjwtqxbj928,2,467.0
pjxsqxbj821,2,366.0
pjxuqwbj539,2,390.0
pjxyqxbk354,2,431.0
pjxyqwbj044,2,470.0
pjxsqxbj820,2,430.0
pjxyqxbj707,2,489.0
pjxsqxbj829,2,515.0
pjxyqwbj036,2,480.0
pjxyqwbj043,2,397.0
pjxtzxfj978,2,0.0
pjxyqwbj035,2,449.0
pjxyqwbj038,2,301.0
pjxuqwbj850,2,434.0
pjxyqxbk826,2,416.0
pjxyqxbk835,2,479.0
pjxyqwbj311,2,436.0
pjxrqxbj918,2,387.0
pjxyqxbk822,2,522.0
pjxuqwbj642,2,431.0
pjxyqxbk626,2,449.0
pjxyqxbk804,2,378.0
pjxyqxbj195,2,444.0
pjxyqxbk791,2,282.0
pjxyqxbk797,2,442.0
pjxyqxbj174,2,369.0
pjxyqxbk813,2,394.0
pjxyqxbk799,2,478.0
pjxyqxbj506,2,306.0
pjwrqxbj979,2,463.0
pjxyqxbj501,2,344.0
pjxyqwbj744,2,362.0
pjwtqxbj977,2,328.0
pjwtqxbj984,2,393.0
pjxyqxbj525,2,505.0
pjxuqwbj805,2,436.0
pjxyqxbj439,2,406.0
pjxuzsfj978,2,0.0
pjxyqwbj754,2,0.0
pjwrqxbj916,2,415.0
pjxyqxbk399,2,433.0
pjxsqxbj801,2,412.0
pjwtqxbj935,2,384.0
pjxyqwbj052,2,455.0
pjxuqwbj881,2,333.0
pjxsqxbj966,2,469.0
pjxyqxbk775,2,0.0
pjxyqxbk706,2,450.0
pjxrqxbj911,2,470.0
pjxyqxbk720,2,427.0
pjxsqxbj920,2,391.0
pjxyqwbj272,2,357.0
pjxyqwbj249,2,497.0
pjxxztfj972,2,316.0
pjxyqwbj252,2,523.0
pjxyqxbk703,2,369.0
pjxyqxbj935,2,486.0
pjxyqxbk812,2,387.0
pjxyqxbk951,2,497.0
pjxyqxbk807,2,386.0
pjxyqwbj834,2,575.0
pjxyqxbk828,2,361.0
pjxyqxbk827,2,388.0
pjxyqwbj301,2,393.0
pjxyqwbj977,2,546.0
pjxyqwbj299,2,429.0
pjxyqwbj309,2,572.0
pjxuqwbj641,2,488.0
pjxuqwbj600,2,418.0
pjxyqwbj300,2,583.0
pjxyqwbj803,2,428.0
pjxyqxbk801,2,530.0
pjxyqxbk625,2,409.0
pjxyqwbj456,2,407.0
pjxqqxbj996,2,495.0
pjxyqwbj741,2,463.0
pjxyqxbj443,2,344.0
pjxyqwbj739,2,448.0
pjxqzxbj994,2,346.0
pjxsqxbj887,2,394.0
pjxyqwbj737,2,449.0
pjxyqxbj496,2,408.0
pjxyqwbj713,2,508.0
pjxyqwbj733,2,471.0
pjxyqxbj491,2,467.0
pjxuqwbj622,2,452.0
pjxuqwbj624,2,398.0
pjxyqxbk772,2,382.0
pjxyqxbj933,2,432.0
pjxsqxbj944,2,464.0
pjxyqxbk760,2,355.0
pjxyqwbj283,2,418.0
pjxyqwbj282,2,374.0
pjxuqwbj618,2,449.0
pjxyqxbk759,2,380.0
pjxyqwbj285,2,417.0
pjxyqwbj255,2,402.0
pjxyqxbj638,2,318.0
pjxrqxbj909,2,485.0
pjxuqwbj526,2,404.0
pjxyqxbj608,2,441.0
pjxyqwbj262,2,437.0
pjxyqwbj797,2,449.0
pjxyqxbj928,2,375.0
pjxyqxbk686,2,501.0
pjxyqxbk722,2,456.0
pjxyqxbk700,2,435.0
pjxqzxbj975,2,267.0
pjxyqwbj216,2,462.0
pjxqqxbj977,2,395.0
pjxwxxbj983,2,553.0
pjxyqwbj454,2,474.0
pjxyqwbj452,2,0.0
pjxyqxbj048,2,470.0
pjxyqxbj015,2,419.0
pjxyqxbj046,2,452.0
pjxyqxbj044,2,549.0
pjxyqwbj445,2,624.0
pjxyqwbk505,2,449.0
pjxyqxbj039,2,535.0
pjwtqxbj972,2,573.0
pjxyqwbj444,2,333.0
pjxxxxbj981,2,420.0
pjxyqxbj038,2,526.0
pjwtqxbj987,2,466.0
pjxyqxbj483,2,491.0
pjxyqxbj484,2,385.0
pjxyqwbj758,2,502.0
pjxsqxbj897,2,545.0
pjxsqxbj894,2,421.0
pjxwxxbj995,2,459.0
pjxyqwbj760,2,325.0
pjxyqxbj478,2,427.0
pjxyqxbj476,2,436.0
pjxyqwbj726,2,504.0
pjxpqxbj976,2,426.0
pjxyqxbk757,2,523.0
pjxyqxbj932,2,340.0
pjxyqwbj971,2,346.0
pjxuqwbj619,2,366.0
pjxyqxbk783,2,341.0
pjxxztbj994,2,343.0
pjxyqxbj927,2,513.0
pjxyqxbk743,2,421.0
pjxyqxbk748,2,495.0
pjxyqxbk746,2,398.0
pjxyqxbk745,2,347.0
pjxyqxbk685,2,543.0
pjxyqwbj799,2,423.0
pjxyqwbj269,2,452.0
pjxyqxbk717,2,493.0
pjxyqxbk695,2,473.0
pjxyqwbj251,2,590.0
pjxyqxbj562,2,386.0
pjxyqxbk731,2,514.0
pjxyqxbk728,2,568.0
pjxyqwbj266,2,441.0
pjxyqwbj277,2,412.0
pjxuqwbj871,2,354.0
pjxsqxbj918,2,557.0
pjxuqwbj870,2,381.0
pjwtqxbj971,2,338.0
pjxyqxbj040,2,401.0
pjxyqxbj043,2,412.0
pjxyqwbj437,2,584.0
pjxyqxbj034,2,564.0
pjxuqwbj691,2,427.0
pjxyqwbj435,2,465.0
pjxyqwbj433,2,442.0
pjxyqxbj032,2,528.0
pjxyqwbj431,2,470.0
pjxyqxbj031,2,424.0
pjwtqxbj985,2,427.0
pjxyqxbj605,2,291.0
pjxqqxbj991,2,465.0
pjxyqxbj485,2,389.0
pjxsqxbj899,2,553.0
pjxyqwbk717,2,380.0
pjxyqxbj540,2,522.0
pjxyqxbj454,2,483.0
pjxsqxbj888,2,381.0
pjxuqwbj950,2,435.0
pjxyqxbk780,2,506.0
pjxsqxbj942,2,442.0
pjxyqwbj967,2,284.0
pjxsqxbj940,2,477.0
pjxuqwbj610,2,453.0
pjxyqxbj637,2,494.0
pjxuqwbj873,2,349.0
pjxyqxbk684,2,401.0
pjxyqxbk697,2,339.0
pjxrqxbj908,2,548.0
pjxyqwbj245,2,558.0
pjxyqxbj703,2,450.0
pjxyqwbj847,2,551.0
pjxyqwbj841,2,457.0
pjxyqxbj648,2,519.0
pjxyqxbj686,2,367.0
pjxyqxbj698,2,399.0
pjxyqxbj024,2,395.0
pjxyqxbj018,2,403.0
pjxrqxbj937,2,479.0
pjxyqxbj029,2,455.0
pjxyqwbj425,2,467.0
pjxuqwbj687,2,383.0
pjxyqxbj027,2,392.0
pjxyqxbj023,2,457.0
pjxyqwbj428,2,466.0
pjxyqxbj021,2,416.0
pjxpqxbj979,2,352.0
pjxyqxbj972,2,370.0
pjxyqwbj896,2,356.0
pjxrqxbj958,2,589.0
pjxyqxbj448,2,337.0
pjxwzxbj985,2,368.0
pjxyqxbj080,2,347.0
pjxyqwbj459,2,539.0
pjxuqwbj717,2,393.0
pjxyqxbj065,2,483.0
pjxyqxbj645,2,0.0
pjxuqwbj698,2,483.0
pjxuqwbj928,2,343.0
pjxyqxbj058,2,553.0
pjxyqxbj088,2,293.0
pjxyqxbj089,2,400.0
pjxyqwbj478,2,446.0
pjxyqxbj082,2,459.0
pjxyqxbj060,2,507.0
pjxyqxbj086,2,378.0
pjxyqxbj694,2,467.0
pjxyqxbj681,2,476.0
pjxyqwbj821,2,497.0
pjxyqxbj676,2,431.0
pjxyqwbj822,2,480.0
pjxyqxbj667,2,454.0
pjxyqxbj647,2,520.0
pjxyqxbj663,2,427.0
pjxyqxbj662,2,464.0
pjxuqwbj848,2,313.0
pjxyqxbj669,2,425.0
pjxqqxbj974,2,433.0
pjxyqwbj421,2,0.0
pjxyqwbj418,2,363.0
pjxyqwbj417,2,552.0
pjxyqxbj007,2,353.0
pjxyqwbj412,2,365.0
pjxyqxbj001,2,403.0
pjxsqxbj892,2,517.0
pjxyqxbj541,2,410.0
pjxyqxbj474,2,437.0
pjxuqwbj814,2,345.0
pjxuqwbj988,2,406.0
pjxyqxbl731,2,327.0
pjxuqwbj986,2,556.0
pjxyqwbj336,2,341.0
pjxyqxbj979,2,336.0
pjxuqwbj714,2,475.0
pjxyqxbj823,2,334.0
pjxuqwbj933,2,430.0
pjxyqxbj830,2,310.0
pjxuqwbj930,2,363.0
pjwtqxbj920,2,382.0
pjxuqwbj708,2,0.0
pjxuqwbj715,2,523.0
pjxuqwbj701,2,388.0
pjxyqwbj461,2,381.0
pjxyqwbj476,2,385.0
pjxuqwbj713,2,395.0
pjxuqwbj719,2,450.0
pjxuqwbj584,2,530.0
pjxyqxbk521,2,504.0
pjxsqxbj983,2,498.0
pjxyqxbk522,2,418.0
pjxyqxbk520,2,469.0
pjxsqxbj872,2,473.0
pjxyqwbj636,2,472.0
pjxyqwbj617,2,394.0
pjxyqwbj615,2,428.0
pjxsqxbj873,2,557.0
pjxsqxbj876,2,589.0
pjxyqxbl767,2,318.0
pjxyqwbk549,2,346.0
pjxyqxbl751,2,474.0
pjxyqxbl743,2,356.0
pjxsqxbj774,2,462.0
pjxyqxbj392,2,440.0
pjxyqxbj391,2,420.0
pjxyqxbj395,2,381.0
pjxuqwbj804,2,449.0
pjxsqxbj954,2,435.0
pjxyqxbk882,2,350.0
pjxyqwbj360,2,472.0
pjxuqwbj654,2,439.0
pjxyqxbk885,2,497.0
pjxyqwbj362,2,413.0
pjxyqxbj954,2,479.0
pjxuqwbj992,2,389.0
pjxuqwbj993,2,408.0
pjxqqxbj959,2,407.0
pjxuqwbj581,2,499.0
pjxuqwbj564,2,407.0
pjxyqwbj155,2,516.0
pjxxxxbj942,2,336.0
pjxyqwbj150,2,365.0
pjxyqwbj133,2,402.0
pjxyqwbj625,2,389.0
pjxyqxbj317,2,0.0
pjxqqxbj985,2,569.0
pjxyqxbj417,2,351.0
pjxyqwbj695,2,554.0
pjxyqxbj428,2,399.0
pjxyqwbj698,2,503.0
pjxyqxbj964,2,382.0
pjxyqxbj422,2,412.0
pjxyqwbj688,2,420.0
pjxyqxbk936,2,457.0
pjxyqwbj358,2,370.0
pjxyqxbk880,2,572.0
pjxyqxbk878,2,359.0
pjxyqwbj351,2,431.0
pjxuqwbj651,2,315.0
pjxyqxbk546,2,0.0
pjxyqxbk481,2,543.0
pjxyqxbk454,2,339.0
pjxyqxbk497,2,443.0
pjxuqwbj585,2,368.0
pjxpqxbj924,2,361.0
pjxyqxbk470,2,307.0
pjxxxxbj937,2,288.0
pjxyqxbk513,2,349.0
pjxyqwbj130,2,448.0
pjxyqwbj627,2,364.0
pjxuqwbj783,2,341.0
pjxyqxbj780,2,508.0
pjxyqxbj765,2,434.0
pjxuqwbj892,2,0.0
pjxvzxbj997,2,412.0
pjxwzxbj993,2,325.0
pjxyqxbj433,2,506.0
pjxuqwbj571,2,522.0
pjxuqwbj803,2,0.0
pjxyqwbj677,2,347.0
pjxyqwbj691,2,554.0
pjxyqxbj404,2,396.0
pjxyqxbj432,2,385.0
pjxuqwbj797,2,407.0
pjxyqxbj412,2,398.0
pjxyqwbj687,2,496.0
pjxyqxbj400,2,426.0
pjxuqwbj800,2,543.0
pjxyqxbj399,2,0.0
pjxyqxbj415,2,358.0
pjxyqxbk867,2,548.0
pjxyqxbk873,2,0.0
pjxyqxbk872,2,487.0
pjxyqxbk869,2,483.0
pjxyqxbj953,2,0.0
pjxsqxbj953,2,496.0
pjxyqwbj341,2,437.0
pjxyqxbl710,2,430.0
pjxyqxbk286,2,458.0
pjxyqwbj340,2,500.0
pjxyqxbk934,2,416.0
pjxyqxbj952,2,485.0
pjxyqxbk868,2,332.0
pjxuqwbj967,2,278.0
pjxyqwbj348,2,365.0
pjxyqwbj367,2,396.0
pjxuqwbj566,2,308.0
pjwrqxbj911,2,311.0
pjxyqwbj100,2,481.0
pjxuqwbj562,2,384.0
pjxyqxbk486,2,485.0
pjxyqwbj153,2,485.0
pjxyqxbj103,2,541.0
pjxuqwbj905,2,0.0
pjxyqwbj877,2,330.0
pjxyqwbj890,2,408.0
pjxyqxbj781,2,325.0
pjxuqwbj898,2,383.0
pjxuqwbj770,2,414.0
pjxyqwbj884,2,506.0
pjvyzxbj997,2,490.0
pjxyqxbj957,2,367.0
pjxyqwbj685,2,389.0
pjwrqxbj988,2,416.0
pjxyqxbj410,2,452.0
pjxyqxbj397,2,474.0
pjxyqxbj418,2,396.0
pjxyqwbk536,2,0.0
pjxyqwbk538,2,498.0
pjxyqxbl739,2,433.0
pjxyqwbj327,2,509.0
pjxyqwbj328,2,397.0
pjxyqwbj326,2,456.0
pjxyqxbk853,2,466.0
pjxyqwbj339,2,469.0
pjxyqxbk865,2,489.0
pjxuqwbj838,2,405.0
pjxyqxbj950,2,442.0
pjxyqxbj949,2,389.0
pjxyqwbj985,2,597.0
pjxyqxbk926,2,0.0
pjxuqwbj661,2,558.0
pjxyqxbk900,2,430.0
pjxyqxbk861,2,419.0
pjxyqwbj333,2,370.0
pjxyqxbk452,2,522.0
pjxyqwbj126,2,485.0
pjxyqwbj125,2,544.0
pjxyqwbj158,2,395.0
pjxyqxbk534,2,447.0
pjxyqwbj646,2,338.0
pjxyqxbj737,2,430.0
pjxuqwbj903,2,392.0
pjxyqxbj777,2,313.0
pjxyqwbj885,2,578.0
pjxyqwbj883,2,340.0
pjxyqxbj784,2,368.0
pjxyqxbj776,2,333.0
pjxuqwbj904,2,429.0
pjxyqxbj896,2,580.0
pjxyqxbj895,2,479.0
pjxyqxbj909,2,419.0
pjxyqxbj918,2,506.0
pjxyqxbj858,2,521.0
pjxyqxbl737,2,512.0
pjxyqxbj911,2,429.0
pjxyqwbj903,2,544.0
pjxyqwbj965,2,549.0
pjxyqwbk844,2,497.0
pjxrqxbj919,2,480.0
pjxyqxbk855,2,435.0
pjxyqxbj182,2,324.0
pjxyqxbk950,2,513.0
pjxuqwbj839,2,507.0
pjxyqwbj347,2,524.0
pjxyqxbk848,2,427.0
pjxyqwbj322,2,484.0
pjxyqxbk843,2,494.0
pjxyqwbj334,2,423.0
pjxyqwbj331,2,432.0
pjwtqxbj922,2,304.0
pjxsqxbj982,2,439.0
pjxsqxbj844,2,402.0
pjxuqwbj559,2,390.0
pjxuqwbj574,2,409.0
pjxyqxbk474,2,502.0
pjwrqxbj985,2,344.0
pjxyqxbj985,2,354.0
pjxuqwbj573,2,365.0
pjxsqxbj981,2,439.0
pjxqqxbj957,2,390.0
pjxyqxbj779,2,302.0
pjxyqxbj761,2,383.0
pjxyqxbj757,2,418.0
pjxyqxbj744,2,489.0
pjxyqxbj770,2,420.0
pjxyqxbj739,2,464.0
pjxyqwbj872,2,462.0
pjxyqxbj750,2,348.0
pjxyqwbj912,2,525.0
pjxyqwbj940,2,439.0
pjxyqxbj919,2,483.0
pjxsqxbj957,2,471.0
pjxyqwbj926,2,516.0
pjxyqwbj958,2,514.0
pjxyqwbj930,2,494.0
pjxyqxbj834,2,485.0
pjxrqxbj994,2,567.0
pjxyqxbk681,2,436.0
pjxyqxbk679,2,572.0
pjxyqxbk661,2,320.0
pjxuqwbj608,2,466.0
pjxyqxbk637,2,428.0
pjxyqxbk633,2,399.0
pjxyqxbk632,2,470.0
pjxyqwbj207,2,237.0
pjxpqxbj955,2,503.0
pjxyqxbk630,2,351.0
pjxyqxbk629,2,492.0
pjxyqwbj122,2,0.0
pjwtqxbj998,2,522.0
pjxuqwbj572,2,526.0
pjxwxxbj940,2,452.0
pjxyqxbk457,2,392.0
pjxwxxbj934,2,283.0
pjxyqwbj095,2,502.0
pjxsqxbj843,2,423.0
pjxyqwbj857,2,351.0
pjxyqxbk501,2,343.0
pjxyqwbj117,2,519.0
pjxyqwbj116,2,407.0
pjxyqxbk506,2,550.0
pjxyqwbj084,2,419.0
pjxyqxbk444,2,469.0
pjxyqxbk442,2,412.0
pjxyqxbk445,2,435.0
pjxyqxbk448,2,465.0
pjxyqwbj086,2,533.0
pjxyqwbj082,2,533.0
pjxwxxbj927,2,402.0
pjxyqxbk434,2,440.0
pjxyqwbj078,2,0.0
pjxyqxbk414,2,379.0
pjxyqxbk429,2,552.0
pjxyqwbj077,2,405.0
pjxyqwbj937,2,513.0
pjxyqxbj866,2,584.0
pjxyqxbj857,2,543.0
pjxyqwbj902,2,491.0
pjxyqxbj889,2,579.0
pjxyqxbj921,2,514.0
pjxyqxbj841,2,544.0
pjxxxxbj907,2,371.0
pjxyqxbj854,2,540.0
pjxyqxbj861,2,439.0
pjxyqxbj910,2,414.0
pjxyqwbj914,2,384.0
pjxyqxbk839,2,531.0
pjxyqwbj305,2,458.0
pjxrqxbj914,2,493.0
pjxyqxbk810,2,637.0
pjxyqxbk715,2,453.0
pjxrqxbj916,2,404.0
pjxyqwbj979,2,511.0
pjxqqxbj975,2,424.0
pjxuqwbj634,2,387.0
pjxyqxbk820,2,517.0
pjwtqxbj993,2,388.0
pjxyqwbj090,2,434.0
pjxyqwbj089,2,381.0
pjxyqwbj088,2,378.0
pjwrqxbj984,2,452.0
pjxsqxbj996,2,418.0
pjxsqxbj997,2,469.0
pjxyqxbk489,2,370.0
pjxyqxbk547,2,431.0
pjxyqxbk460,2,407.0
pjwrqxbj998,2,357.0
pjxyqwbj112,2,441.0
pjxuqwbj568,2,497.0
pjxsqxbj998,2,352.0
pjxwzxbj990,1,500.0
pjxyqxbj261,1,479.0
pjxuqwbj767,1,468.0
pjxyqwbj585,1,394.0
pjxyqxbj271,1,453.0
pjxyqwbj592,1,412.0
pjxxztbj995,1,452.0
pjxyqxbj993,1,468.0
pjxsqxbj976,1,498.0
pjxyqxbj864,2,476.0
pjxrqxbj983,2,510.0
pjxuqwbj947,2,548.0
pjxyqxbj868,2,569.0
pjxyqwbj904,2,449.0
pjxyqxbj955,2,503.0
pjxyqxbj898,2,514.0
pjxyqwbj905,2,540.0
pjxyqxbj914,2,397.0
pjxyqxbj897,2,581.0
pjxyqxbl735,2,502.0
pjxyqxbk909,2,358.0
pjxrqxbj930,2,486.0
pjxyqxbk910,2,406.0
pjxuqwbj655,2,425.0
pjxuqwbj647,2,466.0
pjxyqwbj236,2,593.0
pjxuqwbj606,2,642.0
pjxxxxbj957,2,467.0
pjxyqxbj365,2,516.0
pjxsqxbj885,2,338.0
pjxyqwbj669,2,408.0
pjxqqxbj988,2,429.0
pjxsqxbj884,2,368.0
pjxyqxbj371,2,463.0
pjxyqwbj673,2,434.0
pjxyqxbj257,1,497.0
pjxuqwbj463,1,490.0
pjxyqxbl704,1,502.0
pjxrqxbj990,2,428.0
pjxyqwbj966,2,486.0
pjxyqwbj932,2,467.0
pjxyqxbj884,2,508.0
pjxyqxbj872,2,0.0
pjxyqxbj214,2,611.0
pjxyqwbj560,2,585.0
pjxyqxbj207,2,652.0
pjxyqwbj237,2,465.0
pjxyqwbj205,2,494.0
pjxyqxbk656,2,448.0
pjxyqxbk655,2,459.0
pjxyqxbk643,2,398.0
pjxyqxbk199,2,575.0
pjxyqwbj224,2,505.0
pjxyqwbj225,2,534.0
pjxyqxbk642,2,447.0
pjxyqwbj188,2,348.0
pjxuqwbj637,2,450.0
pjxyqxbk825,2,425.0
pjxyqwbj664,2,463.0
pjxyqwbj663,2,357.0
pjxyqxbj332,2,457.0
pjxyqxbj353,2,526.0
pjxyqxbj359,2,374.0
pjxyqwbj665,2,620.0
pjxxxxbj953,2,403.0
pjxyqxbj743,2,367.0
pjxuqwbj996,2,552.0
pjxuqwbj445,1,384.0
pjxyqwbk513,1,516.0
pjxyqwbk510,1,428.0
pjxyqwbk511,1,349.0
pjxyqxbl678,1,0.0
pjxyqxbl677,1,309.0
pjxuqwbj443,1,398.0
pjxyqwbj555,2,505.0
pjxyqxbj198,2,567.0
pjxyqxbl738,2,435.0
pjxyqwbj554,2,565.0
pjxrqxbj954,2,588.0
pjxuqwbj738,2,541.0
pjxyqwbj548,2,542.0
pjxyqxbj187,2,399.0
pjxuqwbj650,2,493.0
pjxyqxbk943,2,382.0
pjxyqwbj385,2,465.0
pjxuqwbj665,2,328.0
pjxuqwbj648,2,489.0
pjxyqxbk847,2,519.0
pjxyqxbk841,2,542.0
pjxyqxbk947,2,519.0
pjxyqxbk923,2,444.0
pjxyqxbk927,2,468.0
pjxyqwbj380,2,392.0
pjxyqwbj662,2,442.0
pjxyqwbj658,2,466.0
pjxqzxbj997,2,328.0
pjxqqxbj986,2,387.0
pjxyqwbj656,2,348.0
pjxqzxbj996,2,338.0
pjxqqxbj983,2,431.0
pjxsqxbj882,2,480.0
pjxsqxbj921,1,462.0
pjxyqwbj870,1,443.0
pjxuzxbj984,1,428.0
pjxyqwbj869,1,478.0
pjxrqxbj951,2,429.0
pjxrqxbj942,2,585.0
pjxuqwbj733,2,509.0
pjxyqwbj535,2,453.0
pjxuqwbj734,2,432.0
pjxyqwbj538,2,544.0
pjxyqxbj180,2,459.0
pjxpqxbj956,2,378.0
pjxyqwbj534,2,542.0
pjxxxxbj908,2,353.0
pjxyqwbk520,2,492.0
pjxyqwbj201,2,417.0
pjxyqxbk649,2,416.0
pjxyqxbk640,2,353.0
pjxyqxbj114,2,405.0
pjxyqwbj243,2,496.0
pjxyqwbj219,2,439.0
pjxyqxbk682,2,565.0
pjxyqwbj209,2,507.0
pjxyqxbk663,2,496.0
pjxyqwbj242,2,517.0
pjxyqxbk665,2,509.0
pjxyqxbk662,2,378.0
pjxyqxbk634,2,497.0
pjxyqxbj098,2,459.0
pjxyqxbk676,2,564.0
pjxyqxbj348,2,336.0
pjxyqxbj345,2,318.0
pjxsqxbj881,2,343.0
pjxyqwbj651,2,438.0
pjxyqxbj340,2,407.0
pjxyqxbj334,2,396.0
pjxyqxbj333,2,463.0
pjxuqwbj788,2,438.0
pjxyqwbj660,2,458.0
pjxyqwbj871,1,465.0
pjwtzxbj996,1,432.0
pjvyzxbj993,1,372.0
pjvyzxbj995,1,363.0
pjwrzxbj996,1,404.0
pjxyqxbl684,1,445.0
pjxyqxbj164,2,542.0
pjxyqxbj165,2,437.0
pjxyqxbj162,2,374.0
pjxyqxbj160,2,479.0
pjxyqwbj532,2,417.0
pjxyqxbj158,2,290.0
pjxyqxbj151,2,523.0
pjxyqwbj530,2,388.0
pjxyqwbj531,2,490.0
pjxrqxbj947,2,362.0
pjxyqxbj152,2,440.0
pjxyqxbj154,2,361.0
pjxyqxbj153,2,493.0
pjxyqxbj155,2,524.0
pjxyqxbj148,2,433.0
pjxrqxbj945,2,380.0
pjxyqwbj527,2,536.0
pjxuqwbj726,2,447.0
pjxyqxbj144,2,298.0
pjxrqxbj944,2,465.0
pjxyqxbj734,2,611.0
pjxyqxbj717,2,400.0
pjxyqxbj728,2,415.0
pjxyqwbj867,2,586.0
pjxyqxbj731,2,454.0
pjxyqwbj853,2,564.0
pjxyqxbj722,2,514.0
pjxyqxbj726,2,391.0
pjxyqxbj725,2,394.0
pjxyqxbj709,2,437.0
pjxyqwbj852,2,519.0
pjxyqxbj714,2,514.0
pjxyqxbj712,2,419.0
pjxyqxbj724,2,533.0
pjxyqwbj859,2,552.0
pjxyqxbj733,2,488.0
pjxyqxbj355,2,430.0
pjxyqxbj337,2,322.0
pjxuqwbj785,2,346.0
pjxyqxbj330,2,489.0
pjxyqxbj325,2,473.0
pjxyqwbj632,2,411.0
pjxyqwbj628,2,583.0
pjxuqwbj781,2,304.0
pjxqqxbj982,2,551.0
pjxsqxbj874,2,418.0
pjxyqxbj314,2,433.0
pjxyqwbj622,2,373.0
pjxyqwbj616,2,416.0
pjxyqxbk787,2,428.0
pjxyqxbk428,2,392.0
pjxwxxbj924,2,358.0
pjxxxxbj921,2,429.0
pjxyqxbj145,2,416.0
pjxsqxbj946,2,456.0
pjxyqwbj524,2,544.0
pjxyqwbj522,2,393.0
pjxrqxbj952,2,525.0
pjxyqxbj146,2,467.0
pjxyqxbj147,2,0.0
pjxyqxbj169,2,456.0
pjxyqwbj552,2,483.0
pjxyqwbj506,2,540.0
pjxyqxbj120,2,414.0
pjxyqxbj121,2,388.0
pjxyqwbj500,2,404.0
pjxyqxbj117,2,552.0
pjxyqxbj106,2,444.0
pjxyqwbj492,2,382.0
pjxyqxbj105,2,387.0
pjxyqxbj096,2,315.0
pjxyqwbj487,2,467.0
pjxyqwbj488,2,351.0
pjxyqwbj486,2,412.0
pjxyqwbj485,2,479.0
pjxyqxbk553,2,452.0
pjxyqwbj163,2,451.0
pjxyqwbj630,2,517.0
pjxyqwbj602,2,476.0
pjxsqxbj871,2,455.0
pjxyqxbj288,2,529.0
pjxyqxbj286,2,479.0
pjxyqxbj293,2,392.0
pjxyqxbj283,2,378.0
pjxyqxbj285,2,512.0
pjxyqwbj608,2,443.0
