IDSERTAL(学号),LOGINTIME(刷卡时间),LOGINADDRESS(刷卡地点),LOGINSIGN((标识（1出0进）)LOGINSIGN),DOORCTRLCODE((控制器编号)),DOORCODE((门数))
pjxyqxbl797,2024-02-23 08:42:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj581,2024-03-02 17:03:00,B校区-（宿舍区C）12号楼-A-400,0,298,1
pjxuqwbj581,2024-03-02 17:03:00,B校区-（宿舍区C）12号楼-A-400,0,298,1
pjwtqxbj988,2024-03-02 17:26:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbj945,2024-03-02 20:09:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl913,2024-02-26 10:25:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj361,2024-02-28 19:50:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj945,2024-02-26 20:50:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjwtqxbj988,2024-03-02 12:38:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj945,2024-03-07 11:58:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk368,2024-02-29 13:27:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk368,2024-03-02 22:34:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl703,2024-03-02 13:44:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-02-28 08:53:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj755,2024-02-28 21:39:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-02-29 20:48:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-02-27 19:45:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-02-25 19:59:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj500,2024-01-19 12:28:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxyqxbj152,2024-01-19 14:03:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-01-19 17:39:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxuqwbj755,2024-01-17 20:03:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqwbj642,2024-03-02 16:54:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbj585,2024-03-02 15:19:00,B校区-西门-南1,0,481,1
pjxyqxbj371,2024-01-19 08:36:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj371,2024-01-19 12:18:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj762,2024-03-05 09:12:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxpqxbj997,2024-02-28 14:30:00,B校区-（宿舍区A）4号楼-1区523,0,393,1
pjxyqxbj945,2024-02-29 12:00:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj945,2024-02-28 11:56:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj945,2024-02-28 13:28:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-02-26 08:12:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk398,2024-02-29 10:48:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj371,2024-01-19 13:52:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjwrqxbj974,2024-02-28 10:03:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk905,2024-02-28 21:19:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk905,2024-02-29 21:33:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk905,2024-02-29 08:29:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl839,2024-03-07 14:21:00,A校区-西南门-出入口-车辆通道,0,24,1
pjwtqxbj957,2024-03-04 20:28:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwtqxbj957,2024-03-04 08:36:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk824,2024-01-19 13:48:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqwbj225,2024-02-17 16:39:00,B校区-东大门-出入口-南门人行通道,0,288,2
pjxyqxbj470,2024-03-05 10:30:00,B校区-西门-南1,0,481,1
pjxyqxbk165,2024-03-03 16:11:00,B校区-西门-南1,0,481,1
pjxyqxbl954,2024-01-19 17:46:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj261,2024-03-05 19:52:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbl839,2024-03-07 10:54:00,A校区-西南门-出入口-人行通道2,0,23,1
pjwtqxbj957,2024-03-04 18:35:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqxbk401,2024-03-01 18:20:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxuqwbj674,2024-01-17 12:09:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqxbj352,2024-03-04 19:27:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbj139,2024-03-04 09:32:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqxbk649,2024-01-29 21:29:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj755,2024-03-02 13:11:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj755,2024-03-02 18:15:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj361,2024-02-26 17:30:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl797,2024-02-21 13:53:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk555,2024-03-01 11:27:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-03-01 14:10:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-02-29 14:02:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-02-29 17:32:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-03-01 20:51:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-03-01 08:59:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-03-02 08:59:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj352,2024-03-04 18:42:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj830,2025-01-08 12:19:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 12:26:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 12:31:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 12:39:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 13:35:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 13:39:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 13:47:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 13:52:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 14:00:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 14:15:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 14:17:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 14:18:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 14:33:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-08 14:48:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 11:57:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 12:19:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 12:19:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 12:21:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 12:21:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 12:24:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 12:54:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 13:38:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 13:45:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 13:45:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 13:45:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:05:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:06:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:07:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:20:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:25:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:34:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 14:38:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 15:01:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 15:02:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 15:27:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 15:28:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 15:30:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 15:31:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-14 15:39:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 16:28:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 16:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 16:58:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 17:02:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 17:04:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 17:12:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 17:12:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-14 17:14:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-16 18:14:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-16 18:15:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-16 18:40:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-16 18:41:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-17 07:20:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-17 07:22:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 07:25:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 07:27:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-17 07:40:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 07:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 07:52:00,B校区-西门-南1,0,481,1
pjxyqxbk957,2024-12-19 20:52:00,B校区-西门-南1,1,481,1
pjxyqxbk957,2025-01-08 00:30:00,B校区-西门-南1,1,481,1
pjxyqxbk957,2025-01-12 00:03:00,B校区-西门-南1,1,481,1
pjxyqxbk957,2025-01-10 17:52:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 07:58:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 08:04:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-17 08:09:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 08:14:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 08:18:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-17 08:29:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-17 08:34:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-10 23:31:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 00:11:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 00:46:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 04:16:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 04:16:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 05:00:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:30:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:33:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:40:00,B校区-西门-南1,1,481,1
pjxyqxbk094,2024-12-22 13:05:00,A校区-西南门-出入口-人行通道2,0,23,2
pjxuqwbj830,2025-01-11 07:40:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:44:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 07:56:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:24:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:27:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:28:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:41:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:45:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:46:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:53:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:55:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:56:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:57:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 08:59:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:01:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:12:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:47:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:52:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:54:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 09:56:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:00:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:06:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:21:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:39:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 07:38:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:04:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:07:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:12:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:13:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:20:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:25:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:28:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 08:31:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 09:40:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 09:43:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 09:47:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 09:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-05 10:20:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 20:30:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 21:25:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-12 00:21:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-12 05:02:00,B校区-西门-南1,1,481,1
pjwrqxbj948,2024-12-20 18:12:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxuqwbj830,2025-01-12 07:11:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-12 07:53:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-12 08:25:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-12 08:42:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:41:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:44:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-11 10:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 11:29:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 11:47:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 11:57:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 12:05:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 12:12:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 12:18:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 13:32:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 15:15:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 16:14:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-13 16:34:00,B校区-西门-南1,1,481,1
pjxyqxbk338,2024-09-04 12:49:00,B校区-西门-南1,0,481,1
pjxyqwbk866,2024-09-20 19:03:00,B校区-西门-南1,0,481,1
pjxyqwbk866,2024-09-20 19:03:00,B校区-西门-南1,0,481,1
pjxyqwbk866,2024-09-20 19:03:00,B校区-西门-南1,1,481,1
pjxyqxbk338,2024-09-08 12:27:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqwbj525,2024-09-06 13:39:00,B校区-西门-南1,0,481,1
pjxyqxbk733,2024-09-14 17:31:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk733,2024-09-13 11:00:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk733,2024-09-18 12:55:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj152,2024-05-23 09:35:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxyqxbj152,2024-05-23 09:39:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxyqxbj152,2024-05-24 09:50:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxyqxbj152,2024-05-24 12:55:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxyqxbj152,2024-06-05 09:47:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxpqxbj926,2024-06-05 09:51:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxpqxbj926,2024-06-05 10:14:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxpqxbj926,2024-07-01 17:40:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxpqxbj926,2024-07-04 08:58:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxyqxbj152,2024-07-06 20:33:00,B校区-（宿舍区C）12号楼-2-317B,0,316,1
pjxyqxbj417,2024-09-10 14:39:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj075,2024-09-13 23:43:00,A校区-科技大楼（老科技楼）,F,5,1
pjxyqxbj024,2024-09-14 00:17:00,B校区-西门-南1,0,481,1
pjxsqxbj811,2024-09-05 20:15:00,B校区-西门-南1,0,481,1
pjxyqxbj024,2024-09-03 19:47:00,B校区-西门-南1,0,481,1
pjxyqxbj024,2024-09-03 19:47:00,B校区-西门-南1,0,481,1
pjxyqxbj024,2024-09-19 00:46:00,B校区-西门-南1,0,481,1
pjxyqxbj024,2024-09-23 23:30:00,B校区-西门-南1,0,481,1
pjxyqxbj417,2024-09-14 11:00:00,B校区-西门-南1,0,481,1
pjxyqxbj417,2024-09-13 08:04:00,B校区-西门-南1,0,481,1
pjxyqxbk500,2024-09-13 20:05:00,B校区-西门-南1,0,481,1
pjxyqwbj841,2024-09-16 22:19:00,B校区-西门-南1,0,481,1
pjxyqwbj841,2024-09-16 22:19:00,B校区-西门-南1,0,481,1
pjxyqwbj841,2024-09-16 22:19:00,B校区-西门-南1,0,481,1
pjxyqxbj271,2024-09-19 07:34:00,B校区-西门-南1,1,481,1
pjxyqwbk962,2024-09-02 09:09:00,B校区-西门-南2,0,484,1
pjxyqxbj271,2024-09-17 18:14:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 18:14:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 18:45:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 22:19:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 23:27:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 23:29:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 23:41:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-18 05:57:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-18 06:40:00,B校区-西门-南1,1,481,1
pjxyqxbk338,2024-09-22 12:29:00,B校区-西门-南1,0,481,1
pjxyqxbk338,2024-09-03 17:28:00,B校区-西门-南1,0,481,1
pjxrqxbj947,2024-09-13 22:35:00,B校区-西门-南1,0,481,1
pjwtqxbj957,2024-03-26 21:34:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk505,2024-03-15 09:22:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbj846,2024-03-25 10:38:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk434,2024-03-22 14:07:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl826,2024-03-22 14:08:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl858,2024-03-20 11:45:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk827,2024-03-26 11:22:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxpqxbj957,2024-03-27 14:05:00,B校区-（宿舍区A）4号楼-1区523,0,393,1
pjxyqxbk162,2024-03-21 19:00:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbk162,2024-03-21 22:09:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbk162,2024-03-21 22:09:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbl964,2024-03-27 23:26:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbl964,2024-03-26 22:46:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbk368,2024-03-27 22:03:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk827,2024-03-23 10:58:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj993,2024-03-25 09:39:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk827,2024-03-25 10:18:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk827,2024-03-16 10:54:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk162,2024-03-23 11:09:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbk224,2024-03-20 09:54:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk368,2024-03-24 22:36:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl797,2024-03-24 18:19:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl797,2024-03-26 19:48:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj361,2024-03-26 21:19:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl797,2024-03-28 13:56:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj361,2024-03-16 18:55:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj361,2024-03-15 08:29:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj361,2024-03-25 08:46:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl797,2024-03-15 19:51:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk158,2024-03-16 20:10:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxuqwbj558,2024-03-26 06:05:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxpqxbj973,2024-03-24 19:21:00,B校区-北大门-出入口-行人通道,0,293,2
pjxuqwbj558,2024-03-28 07:02:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxuqwbj558,2024-03-28 07:17:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk827,2024-03-27 12:56:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxwxxbj972,2024-03-16 21:38:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk827,2024-03-22 13:30:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj288,2024-03-15 08:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj288,2024-03-15 08:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj288,2024-03-15 08:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj288,2024-03-15 08:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj288,2024-03-15 08:13:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-25 07:28:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-25 07:35:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxyqxbk048,2024-03-23 09:50:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbk035,2024-03-22 11:26:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj558,2024-03-24 11:46:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-24 11:46:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxsqxbj984,2024-03-28 14:08:00,A校区-东南门-出入口-车辆通道,0,287,1
pjxsqxbj984,2024-03-28 14:08:00,A校区-东南门-出入口-车辆通道,0,287,1
pjxsqxbj984,2024-03-28 14:08:00,A校区-东南门-出入口-车辆通道,0,287,1
pjxuqwbj558,2024-03-27 14:27:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxuqwbj558,2024-03-27 14:37:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-27 14:39:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-27 14:43:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-27 14:43:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj558,2024-03-27 14:54:00,A校区-东南门-出入口-人行通道2,0,286,1
